Positions,sofifa_id,short_name,Pace,Shooting,Passing,Dribbling,Defending,Physic
Midfielder,225204,Raúl Guti,68.0,68.0,69.0,70.0,67.0,79.0
Defender,231685,R. Pierre-Gabriel,76.0,48.0,60.0,69.0,71.0,72.0
Midfielder,231445,J. Dasilva,74.0,70.0,73.0,74.0,62.0,75.0
Defender,224808,G. Ferrari,53.0,27.0,39.0,49.0,75.0,79.0
Midfielder,224949,J. Dilrosun,83.0,63.0,63.0,79.0,43.0,52.0
Forward,225018,F. Andone,73.0,71.0,62.0,73.0,51.0,71.0
Midfielder,225200,Kike Barja,76.0,66.0,67.0,73.0,34.0,61.0
Midfielder,226414,M. Coco,86.0,69.0,68.0,72.0,47.0,59.0
Midfielder,226861,S. Thioub,78.0,71.0,69.0,73.0,30.0,69.0
Midfielder,227503,J. Bruun Larsen,85.0,69.0,69.0,72.0,55.0,67.0
Midfielder,228332,H. Choudhury,64.0,45.0,62.0,66.0,74.0,74.0
Defender,228349,M. Vojvoda,70.0,50.0,68.0,69.0,70.0,70.0
Midfielder,228698,V. Kovalenko,75.0,71.0,72.0,73.0,59.0,71.0
Goalkeeper,228736,W. Faríñez,,,,,,
Defender,228805,Raillo,57.0,36.0,53.0,54.0,74.0,79.0
Midfielder,228815,T. Roberts,75.0,69.0,68.0,75.0,38.0,71.0
Midfielder,228946,M. Svanberg,77.0,66.0,74.0,76.0,62.0,68.0
Forward,229071,K. Onisiwo,76.0,69.0,66.0,74.0,51.0,79.0
Defender,229221,William,72.0,50.0,68.0,75.0,70.0,68.0
Midfielder,229636,G. Pereiro,70.0,73.0,70.0,77.0,40.0,67.0
Midfielder,229667,Josan,85.0,69.0,66.0,74.0,52.0,55.0
Midfielder,230107,L. Coulibaly,73.0,58.0,67.0,72.0,71.0,74.0
Defender,230578,M. Diakhaby,58.0,38.0,53.0,58.0,74.0,75.0
Defender,230918,T. Chalobah,65.0,43.0,63.0,68.0,72.0,77.0
Defender,231235,K. Amian,79.0,48.0,63.0,68.0,73.0,79.0
Defender,231292,J. Lewis,77.0,53.0,64.0,74.0,70.0,69.0
Defender,236822,G. Gudmundsson,87.0,64.0,67.0,72.0,66.0,70.0
Midfielder,224019,Pedro Chirivella,64.0,52.0,70.0,72.0,66.0,69.0
Defender,236947,J. Torunarigha,74.0,34.0,63.0,65.0,75.0,74.0
Forward,237715,P. Cutrone,72.0,71.0,55.0,71.0,29.0,69.0
Midfielder,245598,I. Baba,66.0,49.0,61.0,59.0,73.0,78.0
Midfielder,246174,H. Elliott,79.0,62.0,71.0,78.0,30.0,41.0
Defender,246352,Hugo Guillamón,61.0,36.0,63.0,60.0,75.0,68.0
Defender,246875,O. Kossounou,75.0,32.0,58.0,65.0,73.0,78.0
Defender,247019,B. Kouyaté,62.0,37.0,50.0,58.0,73.0,77.0
Defender,247819,N. Schlotterbeck,69.0,29.0,47.0,53.0,75.0,75.0
Midfielder,247827,M. Olise,78.0,64.0,74.0,77.0,50.0,54.0
Defender,248820,Mateu Morey,75.0,46.0,67.0,76.0,68.0,62.0
Midfielder,251570,R. Cherki,72.0,67.0,68.0,81.0,21.0,58.0
Forward,251756,R. Nteka,75.0,72.0,65.0,73.0,58.0,82.0
Forward,251810,B. Brobbey,83.0,71.0,54.0,68.0,30.0,81.0
Defender,252017,F. Daniliuc,60.0,42.0,61.0,61.0,73.0,74.0
Defender,252086,Son,84.0,50.0,64.0,71.0,67.0,72.0
Defender,252327,Manu Sánchez,71.0,44.0,62.0,68.0,71.0,62.0
Forward,252590,Fer Niño,67.0,74.0,59.0,68.0,35.0,69.0
Defender,253149,J. Frimpong,91.0,50.0,65.0,77.0,64.0,68.0
Forward,253444,A. Kalimuendo,82.0,72.0,52.0,74.0,29.0,65.0
Defender,255523,Y. Maçon,86.0,50.0,62.0,72.0,67.0,69.0
Midfielder,257889,K. Jakić,75.0,57.0,63.0,67.0,70.0,82.0
Goalkeeper,258390,I. Grbić,,,,,,
Midfielder,258602,Jon Morcillo,76.0,74.0,71.0,75.0,37.0,59.0
Midfielder,259233,I. Moriba,72.0,70.0,64.0,73.0,64.0,65.0
Midfielder,259377,Yeremy Pino,71.0,66.0,70.0,73.0,31.0,46.0
Forward,245228,F. Krüger,86.0,72.0,55.0,72.0,22.0,70.0
Forward,244675,Sancet,71.0,71.0,67.0,76.0,51.0,55.0
Defender,243976,Catena,68.0,39.0,54.0,50.0,74.0,78.0
Defender,241159,M. Guéhi,71.0,31.0,49.0,64.0,74.0,72.0
Defender,237985,K. Danso,78.0,32.0,45.0,56.0,72.0,76.0
Midfielder,238126,Guridi,66.0,63.0,67.0,75.0,61.0,57.0
Forward,239025,I. Niane,82.0,74.0,54.0,71.0,20.0,62.0
Midfielder,239356,A. Matusiwa,62.0,47.0,58.0,67.0,72.0,80.0
Midfielder,239452,I. Diallo,64.0,48.0,64.0,70.0,71.0,72.0
Midfielder,239712,M. Okugawa,76.0,65.0,68.0,78.0,38.0,42.0
Midfielder,239744,M. Cuisance,69.0,67.0,78.0,77.0,53.0,62.0
Midfielder,239970,Paulinho,77.0,67.0,69.0,80.0,36.0,61.0
Forward,240452,M. Nzola,86.0,70.0,59.0,68.0,29.0,75.0
Defender,240926,N. Phillips,53.0,30.0,49.0,51.0,73.0,78.0
Midfielder,241390,E. Elmas,71.0,69.0,71.0,77.0,61.0,67.0
Midfielder,243593,A. Laurienté,77.0,72.0,70.0,76.0,33.0,45.0
Midfielder,241463,Dani Raba,66.0,71.0,72.0,73.0,38.0,58.0
Forward,241821,M. Bayo,72.0,75.0,60.0,73.0,25.0,60.0
Midfielder,241856,Manu Morlanes,69.0,62.0,73.0,75.0,68.0,64.0
Midfielder,241925,C. Führich,81.0,66.0,68.0,74.0,54.0,61.0
Midfielder,241928,A. Sambi Lokonga,66.0,58.0,72.0,77.0,67.0,69.0
Midfielder,241937,A. Harroui,74.0,68.0,70.0,75.0,67.0,76.0
Defender,242000,K. Mavropanos,77.0,33.0,49.0,49.0,74.0,78.0
Midfielder,242434,C. Jones,67.0,65.0,70.0,76.0,63.0,70.0
Defender,242641,R. Aït Nouri,75.0,42.0,63.0,73.0,70.0,51.0
Forward,243315,Dani Gómez,78.0,74.0,60.0,73.0,37.0,63.0
Midfielder,224415,Luis Rioja,79.0,67.0,69.0,75.0,32.0,49.0
Midfielder,201073,N. De Préville,74.0,73.0,72.0,74.0,37.0,68.0
Midfielder,223978,Manu García,78.0,69.0,72.0,75.0,40.0,56.0
Defender,191648,M. Yoshida,52.0,41.0,51.0,63.0,74.0,71.0
Forward,192445,D. Ginczek,64.0,74.0,51.0,66.0,38.0,75.0
Midfielder,192612,M. Jajalo,63.0,64.0,70.0,74.0,70.0,76.0
Forward,192663,F. Klos,63.0,73.0,61.0,61.0,39.0,81.0
Defender,193148,V. Le Goff,71.0,61.0,66.0,71.0,68.0,69.0
Goalkeeper,193336,V. Belec,,,,,,
Goalkeeper,193786,F. Bardi,,,,,,
Forward,193794,Villalibre,75.0,72.0,55.0,68.0,39.0,81.0
Midfielder,193886,D. Didavi,58.0,76.0,73.0,75.0,49.0,68.0
Defender,194665,S. Ilsanker,62.0,53.0,51.0,50.0,73.0,81.0
Forward,195586,A. Finnbogason,55.0,76.0,61.0,72.0,33.0,64.0
Defender,199313,A. Bamba,78.0,41.0,65.0,65.0,70.0,72.0
Forward,199602,J. Guidetti,56.0,75.0,67.0,71.0,38.0,71.0
Defender,199763,B. Bereszyński,84.0,56.0,64.0,69.0,67.0,73.0
Midfielder,199829,Timor,41.0,66.0,72.0,67.0,68.0,76.0
Midfielder,200469,L. Rupp,63.0,66.0,74.0,74.0,66.0,64.0
Defender,200752,Juan Jesus,71.0,33.0,52.0,59.0,75.0,73.0
Defender,201049,L. Tonelli,56.0,31.0,44.0,59.0,76.0,67.0
Midfielder,201368,K. McLean,65.0,70.0,70.0,72.0,65.0,74.0
Defender,201955,M. Haïdara,77.0,51.0,62.0,70.0,68.0,78.0
Forward,202276,S. Zoller,72.0,74.0,65.0,73.0,39.0,65.0
Midfielder,202316,T. Chandler,64.0,71.0,72.0,70.0,72.0,78.0
Goalkeeper,203042,J. Butland,,,,,,
Forward,203280,V. Germain,68.0,74.0,70.0,73.0,39.0,66.0
Defender,192227,S. Mustafi,57.0,57.0,62.0,59.0,73.0,77.0
Defender,191210,S. Corchia,72.0,62.0,71.0,71.0,72.0,62.0
Midfielder,204497,K. Stöger,52.0,67.0,76.0,77.0,41.0,63.0
Defender,191055,Dídac Vilà,74.0,52.0,66.0,68.0,71.0,74.0
Defender,223139,A. Zedadka,83.0,55.0,56.0,74.0,65.0,62.0
Goalkeeper,150477,R. Salin,,,,,,
Midfielder,152747,A. Lennon,78.0,60.0,70.0,77.0,48.0,56.0
Goalkeeper,156437,P. Pentke,,,,,,
Midfielder,161805,V. Behrami,55.0,63.0,71.0,71.0,72.0,73.0
Goalkeeper,162297,D. Padelli,,,,,,
Midfielder,166074,Bebé,82.0,78.0,69.0,71.0,41.0,84.0
Defender,169115,A. Masiello,40.0,37.0,56.0,59.0,75.0,71.0
Defender,169426,Barragán,69.0,52.0,66.0,66.0,71.0,73.0
Goalkeeper,173178,Manolo Reina,,,,,,
Goalkeeper,177475,T. Sippel,,,,,,
Goalkeeper,177644,Kiko Casilla,,,,,,
Goalkeeper,180739,E. Kawashima,,,,,,
Defender,182179,S. De Maio,54.0,33.0,39.0,51.0,75.0,77.0
Midfielder,182184,D. Stephens,49.0,62.0,71.0,67.0,71.0,71.0
Defender,182888,H. Nordtveit,54.0,53.0,69.0,65.0,74.0,72.0
Goalkeeper,183497,O. Karnezis,,,,,,
Forward,186146,D. Welbeck,71.0,72.0,67.0,72.0,42.0,66.0
Defender,190034,T. Kolodziejczak,67.0,37.0,68.0,60.0,73.0,77.0
Defender,190520,T. Jantschke,65.0,41.0,63.0,66.0,75.0,71.0
Defender,190666,M. Gulde,66.0,40.0,52.0,57.0,74.0,71.0
Midfielder,190761,T. Arslan,65.0,68.0,73.0,76.0,69.0,67.0
Midfielder,191053,T. Rincón,65.0,59.0,70.0,75.0,73.0,75.0
Midfielder,204152,J. Jønsson,70.0,56.0,65.0,68.0,72.0,75.0
Midfielder,183287,F. Lemoine,37.0,58.0,69.0,68.0,71.0,75.0
Midfielder,205157,Ruiz de Galarreta,69.0,59.0,69.0,72.0,67.0,70.0
Defender,212244,C. Lenz,71.0,42.0,66.0,69.0,72.0,68.0
Midfielder,212886,W. Cyprien,72.0,71.0,73.0,74.0,73.0,73.0
Defender,213063,Róber,57.0,43.0,61.0,61.0,75.0,69.0
Defender,213414,W. Troost-Ekong,61.0,32.0,45.0,44.0,76.0,77.0
Midfielder,213750,K. Sema,78.0,66.0,71.0,74.0,60.0,68.0
Defender,213868,J. Castelletto,73.0,30.0,52.0,62.0,74.0,76.0
Goalkeeper,214462,I. Arboleda,,,,,,
Defender,214622,J. Toljan,86.0,42.0,62.0,69.0,66.0,67.0
Goalkeeper,214680,G. Gallon,,,,,,
Defender,215410,B. Chardonnet,55.0,40.0,52.0,57.0,75.0,74.0
Midfielder,215616,Jason,72.0,71.0,71.0,73.0,49.0,65.0
Defender,215651,Samir,60.0,33.0,55.0,57.0,75.0,73.0
Defender,216067,R. Gagliolo,74.0,51.0,53.0,64.0,72.0,71.0
Defender,216605,Akapo,84.0,51.0,60.0,63.0,69.0,76.0
Midfielder,218311,J. Dossou,83.0,66.0,65.0,72.0,35.0,63.0
Defender,218981,H. Palacios,83.0,35.0,61.0,61.0,69.0,80.0
Midfielder,219728,Edgar Méndez,74.0,71.0,70.0,70.0,43.0,77.0
Defender,220348,Iza Carcelén,78.0,59.0,67.0,71.0,68.0,70.0
Defender,220414,Diego Rico,72.0,57.0,69.0,69.0,71.0,74.0
Midfielder,220475,A. Grassi,65.0,63.0,72.0,74.0,67.0,62.0
Midfielder,221885,P. Seguin,66.0,59.0,69.0,71.0,68.0,75.0
Midfielder,222475,M. Thorsby,68.0,62.0,68.0,71.0,73.0,80.0
Midfielder,222844,Walace,65.0,66.0,68.0,69.0,68.0,72.0
Defender,205553,L. Ceppitelli,51.0,33.0,35.0,44.0,76.0,70.0
Defender,212772,Ó. Duarte,49.0,47.0,51.0,54.0,75.0,76.0
Midfielder,218746,Pozo,74.0,72.0,71.0,75.0,61.0,58.0
Defender,212225,E. Roco,33.0,41.0,54.0,58.0,75.0,77.0
Midfielder,208861,J. Gastien,56.0,63.0,65.0,71.0,70.0,78.0
Forward,205670,D. Gayle,75.0,74.0,58.0,73.0,28.0,60.0
Midfielder,212214,A. Solari,86.0,64.0,70.0,74.0,58.0,74.0
Goalkeeper,205878,S. Kapino,,,,,,
Defender,205943,V. Chiricheș,56.0,62.0,56.0,62.0,75.0,66.0
Defender,205995,J. Willems,72.0,65.0,73.0,73.0,70.0,72.0
Goalkeeper,206218,P. Nardi,,,,,,
Midfielder,207537,J. Lukaku,85.0,61.0,68.0,73.0,68.0,79.0
Defender,207593,J. Uronen,72.0,57.0,69.0,67.0,69.0,75.0
Defender,207650,E. Krafth,66.0,58.0,67.0,70.0,72.0,71.0
Midfielder,208144,D. Bessa,60.0,69.0,74.0,76.0,55.0,48.0
Defender,208449,C. Hérelle,57.0,48.0,61.0,61.0,74.0,73.0
Defender,206219,Juan Cruz,75.0,40.0,60.0,63.0,69.0,73.0
Defender,208892,S. Byram,71.0,60.0,66.0,71.0,71.0,68.0
Midfielder,210489,L. Schaub,58.0,67.0,72.0,77.0,42.0,67.0
Forward,209504,B. Hrgota,73.0,73.0,65.0,74.0,27.0,65.0
Midfielder,211879,J. Haberer,61.0,63.0,70.0,73.0,62.0,68.0
Midfielder,211361,D. Cataldi,66.0,71.0,75.0,73.0,68.0,64.0
Defender,210802,J. Nilsson,60.0,32.0,54.0,55.0,74.0,74.0
Midfielder,210697,C. Nørgaard,62.0,57.0,68.0,69.0,73.0,74.0
Midfielder,209618,F. Tardieu,56.0,62.0,71.0,68.0,69.0,76.0
Defender,209547,S. Mitrović,33.0,34.0,51.0,54.0,74.0,81.0
Midfielder,211818,K. Möhwald,57.0,71.0,75.0,74.0,64.0,68.0
Midfielder,231089,I. Sissoko,50.0,55.0,65.0,66.0,71.0,84.0
Midfielder,233075,Garrido,36.0,43.0,57.0,53.0,71.0,88.0
Midfielder,231041,C. Ninga,89.0,71.0,63.0,69.0,27.0,77.0
Defender,231588,Joan Sastre,77.0,36.0,56.0,67.0,69.0,64.0
Defender,230681,G. Pezzella,76.0,52.0,64.0,70.0,67.0,74.0
Defender,231874,J. Horn,78.0,35.0,59.0,67.0,68.0,68.0
Forward,232225,J. Serra,61.0,72.0,52.0,61.0,37.0,77.0
Defender,234843,M. Leitsch,87.0,37.0,55.0,63.0,73.0,71.0
Midfielder,234457,O. Etebo,77.0,65.0,68.0,75.0,71.0,81.0
Defender,234514,O. El Hajjam,70.0,46.0,65.0,68.0,73.0,74.0
Defender,234791,Luan Peres,71.0,34.0,59.0,64.0,74.0,70.0
Forward,235161,J. Maja,76.0,71.0,62.0,73.0,28.0,58.0
Midfielder,235432,M. Munetsi,63.0,48.0,65.0,65.0,70.0,75.0
Midfielder,230564,M. Gaćinović,75.0,60.0,70.0,78.0,63.0,63.0
Midfielder,235834,F. Depaoli,74.0,53.0,70.0,72.0,69.0,57.0
Defender,235553,Y. Salmier,43.0,28.0,45.0,53.0,72.0,80.0
Defender,230672,Lyanco,65.0,36.0,52.0,58.0,72.0,69.0
Defender,228290,J. Laporte,51.0,27.0,44.0,51.0,72.0,80.0
Defender,230074,E. Kwateng,63.0,37.0,63.0,69.0,71.0,66.0
Forward,229624,Sergi Guardiola,73.0,72.0,60.0,71.0,30.0,78.0
Midfielder,224013,Sergi Canós,71.0,69.0,67.0,74.0,54.0,68.0
Defender,236723,F. Ballo-Touré,85.0,51.0,67.0,70.0,66.0,72.0
Midfielder,224368,M. Doumbia,81.0,67.0,67.0,74.0,38.0,63.0
Forward,224508,L. Mancuso,76.0,72.0,62.0,74.0,34.0,68.0
Forward,224967,M. Sylla,76.0,72.0,61.0,71.0,37.0,72.0
Defender,225669,K. Ehizibue,85.0,57.0,63.0,70.0,66.0,76.0
Midfielder,226356,M. Fares,76.0,62.0,67.0,75.0,67.0,68.0
Midfielder,228595,G. Prömel,65.0,64.0,66.0,70.0,71.0,77.0
Midfielder,228614,G. Holtmann,94.0,64.0,63.0,70.0,57.0,59.0
Goalkeeper,228616,D. Bertaud,,,,,,
Defender,228681,F. Sierralta,53.0,30.0,50.0,53.0,70.0,76.0
Defender,228716,Kevin,68.0,53.0,65.0,65.0,68.0,67.0
Midfielder,228908,J. Berthomier,69.0,69.0,75.0,74.0,51.0,65.0
Defender,229266,J. Rodon,58.0,29.0,49.0,57.0,74.0,72.0
Goalkeeper,229542,A. Desmas,,,,,,
Goalkeeper,236033,Dani Cárdenas,,,,,,
Defender,255891,B. Šutalo,64.0,31.0,51.0,55.0,75.0,67.0
Midfielder,237161,S. Longstaff,57.0,65.0,70.0,69.0,64.0,64.0
Midfielder,237540,P. Förster,69.0,65.0,70.0,71.0,59.0,77.0
Midfielder,251191,J. Allevinah,86.0,69.0,63.0,74.0,28.0,51.0
Defender,251325,M. Meyerhöfer,70.0,40.0,61.0,70.0,67.0,71.0
Midfielder,252909,Antonio Sánchez,76.0,68.0,69.0,75.0,55.0,72.0
Defender,254548,M. Bard,78.0,48.0,63.0,73.0,67.0,70.0
Midfielder,256035,K. Sulemana,93.0,66.0,60.0,76.0,28.0,63.0
Midfielder,257025,K. de la Fuente,83.0,64.0,68.0,73.0,19.0,49.0
Defender,257204,S. Diomande,63.0,46.0,60.0,60.0,71.0,74.0
Goalkeeper,258585,I. Pandur,,,,,,
Midfielder,258615,Zarraga,78.0,66.0,69.0,75.0,59.0,67.0
Midfielder,258683,I. Ilić,69.0,64.0,72.0,74.0,62.0,66.0
Defender,258782,A. Ismajli,72.0,28.0,49.0,61.0,74.0,66.0
Defender,258946,M. Lovato,68.0,30.0,51.0,58.0,74.0,70.0
Goalkeeper,259166,E. Green,,,,,,
Goalkeeper,263139,D. Greif,,,,,,
Defender,223033,Jorge Meré,68.0,30.0,53.0,64.0,73.0,73.0
Midfielder,248573,J. Dina Ebimbe,83.0,61.0,68.0,75.0,66.0,75.0
Midfielder,247500,Edgar,60.0,49.0,60.0,62.0,72.0,78.0
Defender,247182,Tuta,69.0,41.0,60.0,67.0,72.0,72.0
Midfielder,240193,E. Rexhbeçaj,59.0,63.0,70.0,73.0,64.0,68.0
Defender,239136,N. Cozza,77.0,37.0,61.0,66.0,73.0,71.0
Defender,239550,A. Gravillon,62.0,42.0,48.0,55.0,72.0,75.0
Midfielder,239671,Tete Morente,81.0,72.0,69.0,72.0,43.0,68.0
Midfielder,240017,A. Olsen,81.0,70.0,67.0,75.0,35.0,66.0
Midfielder,240095,L. Štulac,70.0,61.0,68.0,67.0,69.0,70.0
Defender,240100,T. Augello,76.0,39.0,64.0,69.0,67.0,61.0
Midfielder,240916,D. Ljubicic,68.0,61.0,67.0,68.0,70.0,75.0
Midfielder,246929,Gerson Rodrigues,86.0,69.0,64.0,67.0,44.0,81.0
Defender,244068,K. Schlotterbeck,66.0,26.0,51.0,54.0,74.0,72.0
Midfielder,244280,A. Fein,50.0,57.0,68.0,72.0,67.0,74.0
Midfielder,245253,L. Barreiro Martins,67.0,56.0,66.0,77.0,69.0,61.0
Midfielder,245992,B. Gilmour,67.0,54.0,70.0,73.0,68.0,55.0
Defender,246284,Óscar Gil,79.0,46.0,63.0,68.0,66.0,72.0
Defender,246606,Fran García,90.0,49.0,63.0,70.0,65.0,60.0
Defender,223641,T. Baumgartl,63.0,34.0,55.0,50.0,72.0,75.0
Defender,211385,R. Durmisi,75.0,61.0,70.0,72.0,69.0,65.0
Midfielder,222553,S. Griesbeck,64.0,47.0,60.0,56.0,73.0,83.0
Goalkeeper,189061,S. Burchert,,,,,,
Defender,189576,Ramalho,70.0,35.0,57.0,57.0,71.0,73.0
Defender,189680,Fábio,75.0,54.0,69.0,73.0,70.0,67.0
Forward,190738,H. Nielsen,79.0,70.0,67.0,71.0,42.0,75.0
Goalkeeper,192317,J. Steer,,,,,,
Defender,192622,S. Duffy,41.0,47.0,49.0,48.0,72.0,79.0
Defender,192725,M. Le Marchand,64.0,39.0,67.0,66.0,72.0,71.0
Midfielder,193062,M. Zeegelaar,72.0,62.0,68.0,73.0,73.0,72.0
Midfielder,193337,J. Obi,83.0,67.0,69.0,74.0,74.0,75.0
Midfielder,194020,Pelé,71.0,60.0,65.0,69.0,70.0,79.0
Defender,196801,Mexer,39.0,48.0,57.0,63.0,73.0,73.0
Defender,197688,Gabriel Silva,67.0,59.0,71.0,70.0,69.0,67.0
Midfielder,197813,J. Martin,56.0,67.0,73.0,71.0,66.0,67.0
Defender,198553,C. Gamboa,84.0,48.0,66.0,71.0,67.0,71.0
Forward,199274,I. Nestorovski,68.0,74.0,52.0,69.0,35.0,74.0
Midfielder,199288,A. Losilla,53.0,57.0,64.0,70.0,70.0,76.0
Goalkeeper,189342,C. Pinsoglio,,,,,,
Defender,189043,D. Brosinski,70.0,59.0,69.0,69.0,68.0,67.0
Midfielder,199897,N. Höfler,64.0,47.0,65.0,66.0,70.0,72.0
Goalkeeper,185172,V. Fiorillo,,,,,,
Forward,134779,J. Briand,59.0,71.0,71.0,71.0,46.0,70.0
Goalkeeper,222464,Sivera,,,,,,
Goalkeeper,149258,A. Cordaz,,,,,,
Forward,169216,S. Long,81.0,69.0,61.0,72.0,36.0,67.0
Midfielder,171018,Mario Suárez,41.0,65.0,70.0,64.0,68.0,75.0
Defender,172316,Coke,60.0,66.0,67.0,68.0,73.0,65.0
Defender,176285,W. Reid,40.0,51.0,45.0,41.0,73.0,68.0
Midfielder,178628,F. Forestieri,75.0,71.0,69.0,75.0,48.0,64.0
Defender,180706,C. Cathcart,35.0,37.0,55.0,53.0,74.0,71.0
Forward,182212,A. Modeste,62.0,72.0,63.0,69.0,35.0,77.0
Defender,183280,A. Rami,46.0,48.0,53.0,58.0,71.0,77.0
Defender,183491,Zanka,52.0,39.0,57.0,54.0,72.0,79.0
Midfielder,183632,R. Tesche,58.0,67.0,68.0,68.0,71.0,71.0
Defender,183916,J. Pied,59.0,64.0,72.0,72.0,72.0,66.0
Midfielder,184749,D. Gosling,50.0,68.0,71.0,68.0,70.0,67.0
Forward,199439,M. Gregoritsch,60.0,73.0,72.0,70.0,41.0,71.0
Defender,139860,J. Morel,50.0,44.0,60.0,57.0,74.0,71.0
Goalkeeper,200212,M. Esser,,,,,,
Goalkeeper,216325,A. Gunn,,,,,,
Midfielder,211891,A. Voglsammer,79.0,74.0,65.0,69.0,38.0,79.0
Midfielder,213134,L. Öztunalı,81.0,68.0,67.0,74.0,48.0,68.0
Defender,213938,D. Biraschi,58.0,35.0,56.0,62.0,75.0,64.0
Defender,215565,M. Miazga,51.0,26.0,47.0,58.0,73.0,77.0
Defender,215569,Unai García,60.0,41.0,59.0,54.0,73.0,75.0
Defender,215604,C. Brunner,74.0,56.0,62.0,65.0,71.0,69.0
Forward,217731,Sandro,64.0,75.0,65.0,76.0,30.0,62.0
Midfielder,211354,M. Benassi,55.0,70.0,71.0,75.0,70.0,66.0
Midfielder,219571,Camarasa,58.0,72.0,72.0,73.0,68.0,72.0
Defender,219680,C. Hountondji,41.0,33.0,52.0,56.0,73.0,72.0
Defender,219688,Marcos Mauro,55.0,42.0,55.0,54.0,73.0,72.0
Midfielder,219984,M. Aramu,74.0,63.0,70.0,74.0,52.0,60.0
Midfielder,221797,E. Thommy,76.0,70.0,71.0,75.0,33.0,50.0
Defender,200408,B. Gibson,53.0,29.0,49.0,52.0,73.0,68.0
Defender,211826,R. Czichos,59.0,48.0,59.0,62.0,72.0,75.0
Midfielder,221860,C. Gruezo,61.0,46.0,61.0,67.0,68.0,73.0
Midfielder,210868,José Mari,65.0,60.0,67.0,66.0,68.0,73.0
Defender,206222,Bigas,66.0,52.0,59.0,61.0,72.0,73.0
Midfielder,202135,S. Sturaro,68.0,67.0,70.0,72.0,75.0,75.0
Defender,202151,K. Stafylidis,73.0,63.0,66.0,70.0,70.0,69.0
Forward,203889,Y. Touzghar,71.0,73.0,61.0,72.0,24.0,69.0
Midfielder,204233,C. Musonda,78.0,63.0,69.0,79.0,24.0,37.0
Midfielder,204830,Vadillo,83.0,68.0,67.0,75.0,34.0,55.0
Midfielder,206085,J. Murphy,78.0,67.0,68.0,74.0,61.0,63.0
Defender,205934,N. Murru,71.0,40.0,61.0,69.0,70.0,67.0
Midfielder,206463,J. Dudziak,75.0,62.0,72.0,77.0,65.0,66.0
Midfielder,206506,T. Dingomé,63.0,64.0,72.0,74.0,66.0,68.0
Defender,208335,L. Kübler,75.0,45.0,57.0,62.0,71.0,66.0
Defender,208459,M. Dijks,67.0,40.0,65.0,65.0,71.0,77.0
Defender,209937,Quini,73.0,60.0,65.0,71.0,69.0,62.0
Defender,210320,I. Mbaye,68.0,49.0,64.0,68.0,71.0,67.0
Midfielder,210450,A. Touré,39.0,56.0,59.0,58.0,74.0,80.0
Midfielder,239441,Jordi Mboula,87.0,66.0,62.0,75.0,32.0,63.0
Forward,237631,L. Mothiba,70.0,72.0,60.0,70.0,27.0,69.0
Midfielder,238072,E. Löwen,53.0,62.0,68.0,67.0,70.0,85.0
Forward,238196,A. Sigurðsson,76.0,68.0,67.0,73.0,41.0,62.0
Midfielder,238504,A. Bassi,69.0,67.0,68.0,74.0,49.0,61.0
Defender,239322,C. Zimmermann,47.0,33.0,40.0,43.0,72.0,80.0
Midfielder,239367,R. Hack,83.0,67.0,63.0,76.0,33.0,51.0
Midfielder,240787,H. Traorè,70.0,66.0,69.0,75.0,56.0,59.0
Forward,239964,E. Shomurodov,81.0,70.0,62.0,70.0,37.0,69.0
Goalkeeper,240091,G. Vicario,,,,,,
Defender,240099,K. Rüegg,80.0,52.0,64.0,71.0,65.0,78.0
Midfielder,240507,A. Gomes,75.0,70.0,69.0,74.0,40.0,58.0
Midfielder,240661,E. Vignato,73.0,61.0,70.0,75.0,39.0,48.0
Defender,240671,Y. Çetin,59.0,42.0,54.0,59.0,72.0,71.0
Midfielder,237386,K. Dewsbury-Hall,62.0,61.0,68.0,71.0,63.0,66.0
Defender,237522,Jorge Cuenca,59.0,35.0,56.0,49.0,72.0,67.0
Midfielder,234889,F. Jensen,69.0,68.0,67.0,73.0,51.0,70.0
Midfielder,236830,Z. Youssouf,64.0,57.0,71.0,75.0,64.0,71.0
Midfielder,234333,M. Maolida,78.0,68.0,63.0,75.0,24.0,58.0
Defender,240988,D. Vavro,63.0,49.0,51.0,56.0,70.0,77.0
Forward,232207,I. Šaponjić,71.0,71.0,48.0,65.0,31.0,66.0
Forward,233139,C. Itten,68.0,72.0,60.0,66.0,36.0,74.0
Defender,233409,R. Gumny,81.0,37.0,60.0,69.0,67.0,66.0
Defender,233812,A. Lucoqui,79.0,44.0,59.0,67.0,68.0,71.0
Midfielder,233943,Ronaldo Vieira,73.0,58.0,65.0,72.0,67.0,75.0
Defender,234727,T. Hübers,83.0,39.0,54.0,56.0,72.0,71.0
Forward,236621,P. Hamel,57.0,72.0,57.0,66.0,28.0,63.0
Forward,234875,L. Höler,70.0,72.0,50.0,59.0,40.0,78.0
Defender,231749,Miguelón,75.0,50.0,63.0,73.0,66.0,66.0
Goalkeeper,235413,R. Majecki,,,,,,
Midfielder,235824,T. Alarcón,66.0,50.0,59.0,64.0,69.0,75.0
Defender,236316,Y. Valery,72.0,52.0,60.0,69.0,70.0,73.0
Midfielder,236368,G. Maggiore,66.0,59.0,65.0,70.0,64.0,67.0
Defender,240947,T. Mitchell,74.0,37.0,56.0,66.0,71.0,65.0
Midfielder,246350,E. Le Fée,63.0,53.0,73.0,75.0,56.0,46.0
