Positions,short_name,sofifa_id,Acceleration,SprintSpeed,Pace,Agility,Balance,Vision,Penalties,Stamina,ShotPower,LongShots
Midfielder,L. Coulibaly,230107,71,75,73.0,71,70,67,53,77,64,58
Defender,M. Diakhaby,230578,59,58,58.0,57,46,57,49,69,49,29
Defender,T. Chalobah,230918,62,68,65.0,56,59,62,42,72,50,41
Defender,K. Amian,231235,77,80,79.0,72,76,55,42,84,72,35
Defender,J. Lewis,231292,76,77,77.0,73,76,57,38,79,60,44
Defender,G. Gudmundsson,236822,86,88,87.0,76,68,62,46,76,75,71
Midfielder,Pedro Chirivella,224019,62,65,64.0,75,65,69,51,78,65,57
Defender,J. Torunarigha,236947,73,75,74.0,62,64,69,42,70,42,25
Forward,P. Cutrone,237715,69,74,72.0,68,74,56,68,66,72,60
Midfielder,I. Baba,245598,66,66,66.0,43,60,59,52,81,56,52
Midfielder,H. Elliott,246174,82,77,79.0,87,86,76,59,66,60,62
Defender,Hugo Guillamón,246352,63,59,61.0,57,67,62,62,69,49,35
Defender,O. Kossounou,246875,66,83,75.0,63,56,55,32,76,52,24
Defender,B. Kouyaté,247019,69,56,62.0,61,42,35,34,71,67,41
Defender,N. Schlotterbeck,247819,62,75,69.0,53,52,42,38,68,51,26
Midfielder,M. Olise,247827,80,77,78.0,91,87,77,67,69,74,64
Defender,Mateu Morey,248820,81,70,75.0,84,86,59,38,68,51,32
Midfielder,R. Cherki,251570,75,70,72.0,84,83,68,61,55,76,66
Forward,R. Nteka,251756,77,74,75.0,78,77,69,73,79,77,70
Forward,B. Brobbey,251810,81,85,83.0,59,84,52,66,66,72,63
Defender,F. Daniliuc,252017,53,66,60.0,48,50,58,31,66,56,38
Defender,Son,252086,83,85,84.0,74,75,59,53,81,55,49
Defender,Manu Sánchez,252327,72,70,71.0,68,64,57,38,74,50,41
Forward,Fer Niño,252590,68,67,67.0,68,61,55,65,70,74,70
Defender,J. Frimpong,253149,92,91,91.0,90,90,61,39,78,51,47
Forward,A. Kalimuendo,253444,82,82,82.0,75,81,58,62,60,72,71
Defender,Y. Maçon,255523,86,86,86.0,74,72,59,45,76,67,50
Midfielder,K. Jakić,257889,76,74,75.0,62,72,65,49,86,79,68
Goalkeeper,I. Grbić,258390,31,23,,24,24,35,19,25,53,7
Midfielder,Jon Morcillo,258602,77,76,76.0,80,73,62,75,63,76,75
Midfielder,I. Moriba,259233,70,73,72.0,70,59,68,48,75,73,72
Midfielder,Yeremy Pino,259377,73,70,71.0,73,77,74,47,70,63,64
Forward,F. Krüger,245228,88,85,86.0,70,68,61,63,72,73,61
Forward,Sancet,244675,69,72,71.0,78,58,72,66,59,70,72
Defender,Catena,243976,67,69,68.0,58,54,49,44,80,50,32
Defender,M. Guéhi,241159,65,76,71.0,62,65,38,38,67,49,26
Defender,K. Danso,237985,70,84,78.0,59,51,35,42,56,49,25
Midfielder,Guridi,238126,68,65,66.0,72,76,70,43,72,51,69
Forward,I. Niane,239025,85,80,82.0,73,54,54,71,65,79,70
Midfielder,A. Matusiwa,239356,65,59,62.0,65,79,52,50,83,60,54
Midfielder,I. Diallo,239452,68,61,64.0,71,77,68,64,79,55,54
Midfielder,M. Okugawa,239712,84,70,76.0,86,80,67,65,69,53,68
Midfielder,M. Cuisance,239744,76,63,69.0,84,75,78,61,64,78,75
Midfielder,Paulinho,239970,77,77,77.0,79,82,69,58,56,71,65
Forward,M. Nzola,240452,83,89,86.0,65,60,49,70,69,70,62
Defender,N. Phillips,240926,51,54,53.0,44,55,39,45,69,49,21
Midfielder,E. Elmas,241390,76,67,71.0,84,69,73,58,69,79,75
Midfielder,A. Laurienté,243593,77,77,77.0,72,90,71,54,63,82,76
Midfielder,Dani Raba,241463,69,63,66.0,69,56,72,67,55,71,70
Forward,M. Bayo,241821,72,72,72.0,69,55,66,73,62,76,69
Midfielder,Manu Morlanes,241856,73,66,69.0,76,75,76,68,66,65,65
Midfielder,C. Führich,241925,83,79,81.0,84,80,66,61,79,68,63
Midfielder,A. Sambi Lokonga,241928,63,69,66.0,78,68,68,41,78,68,63
Midfielder,A. Harroui,241937,75,74,74.0,71,70,74,45,88,76,74
Defender,K. Mavropanos,242000,69,83,77.0,52,36,37,42,63,45,26
Midfielder,C. Jones,242434,69,66,67.0,74,70,73,60,81,71,68
Defender,R. Aït Nouri,242641,75,75,75.0,73,76,55,40,65,43,41
Forward,Dani Gómez,243315,75,81,78.0,71,65,64,66,68,79,68
Midfielder,Luis Rioja,224415,83,76,79.0,85,79,65,69,72,75,57
Midfielder,N. De Préville,201073,73,74,74.0,79,74,72,74,74,75,71
Midfielder,Manu García,223978,79,77,78.0,79,81,75,70,72,75,70
Defender,M. Yoshida,191648,52,52,52.0,64,57,50,54,64,50,41
Forward,D. Ginczek,192445,54,73,64.0,54,53,58,76,52,82,66
Midfielder,M. Jajalo,192612,60,65,63.0,70,75,69,68,79,72,71
Forward,F. Klos,192663,51,73,63.0,41,43,70,80,67,78,65
Defender,V. Le Goff,193148,72,71,71.0,79,75,62,43,86,60,68
Goalkeeper,V. Belec,193336,53,43,,55,31,23,23,20,49,16
Goalkeeper,F. Bardi,193786,51,46,,48,33,34,21,29,49,18
Forward,Villalibre,193794,73,76,75.0,72,64,52,73,72,81,57
Midfielder,D. Didavi,193886,65,53,58.0,70,73,71,65,59,85,80
Defender,S. Ilsanker,194665,45,75,62.0,34,34,54,37,77,71,60
Forward,A. Finnbogason,195586,55,55,55.0,64,65,69,85,42,76,75
Defender,A. Bamba,199313,81,75,78.0,76,65,58,38,77,50,53
Forward,J. Guidetti,199602,54,57,56.0,62,59,66,80,50,82,72
Defender,B. Bereszyński,199763,83,85,84.0,73,72,60,50,84,64,60
Midfielder,Timor,199829,40,41,41.0,46,58,73,69,71,82,78
Midfielder,L. Rupp,200469,65,62,63.0,75,77,72,63,75,74,67
Defender,Juan Jesus,200752,68,73,71.0,65,58,34,37,65,62,35
Defender,L. Tonelli,201049,57,55,56.0,67,76,30,35,49,52,25
Midfielder,K. McLean,201368,69,62,65.0,74,61,73,71,81,78,69
Defender,M. Haïdara,201955,75,79,77.0,70,73,53,55,82,79,45
Forward,S. Zoller,202276,75,69,72.0,75,69,67,66,76,73,69
Midfielder,T. Chandler,202316,64,64,64.0,53,52,67,51,66,78,70
Goalkeeper,J. Butland,203042,58,55,,55,50,40,42,40,50,13
Forward,V. Germain,203280,66,69,68.0,88,70,72,75,76,74,72
Defender,S. Mustafi,192227,52,61,57.0,63,67,55,54,68,66,52
Defender,S. Corchia,191210,73,71,72.0,70,74,66,52,65,72,69
Midfielder,K. Stöger,204497,66,40,52.0,77,77,80,50,80,69,70
Defender,Dídac Vilà,191055,76,73,74.0,63,55,60,40,73,74,60
Defender,A. Zedadka,223139,85,82,83.0,78,78,47,57,81,59,47
Goalkeeper,R. Salin,150477,28,34,,50,45,59,11,38,51,13
Midfielder,A. Lennon,152747,80,77,78.0,81,93,72,62,62,64,57
Goalkeeper,P. Pentke,156437,38,36,,33,34,45,25,40,50,17
Midfielder,V. Behrami,161805,57,53,55.0,68,68,69,67,63,74,70
Goalkeeper,D. Padelli,162297,49,39,,38,27,30,22,30,47,11
Midfielder,Bebé,166074,73,89,82.0,69,60,71,65,77,89,77
Defender,A. Masiello,169115,41,39,40.0,54,56,36,31,69,63,41
Defender,Barragán,169426,67,70,69.0,68,65,56,55,73,61,53
Goalkeeper,Manolo Reina,173178,54,59,,57,58,31,24,44,50,20
Goalkeeper,T. Sippel,177475,50,42,,48,41,31,18,41,57,11
Goalkeeper,Kiko Casilla,177644,46,49,,43,58,62,23,41,54,13
Goalkeeper,E. Kawashima,180739,43,42,,61,45,29,24,30,54,19
Defender,S. De Maio,182179,53,55,54.0,53,54,34,46,55,61,37
Midfielder,D. Stephens,182184,50,49,49.0,64,63,69,44,67,67,63
Defender,H. Nordtveit,182888,40,65,54.0,55,58,65,56,63,72,66
Goalkeeper,O. Karnezis,183497,42,33,,40,47,45,21,27,52,18
Forward,D. Welbeck,186146,66,75,71.0,72,61,70,68,50,76,63
Defender,T. Kolodziejczak,190034,68,67,67.0,65,50,62,49,72,47,43
Defender,T. Jantschke,190520,61,68,65.0,66,68,57,51,66,48,44
Defender,M. Gulde,190666,63,68,66.0,55,65,42,44,63,50,34
Midfielder,T. Arslan,190761,62,67,65.0,71,76,69,74,65,82,73
Midfielder,T. Rincón,191053,69,61,65.0,75,81,70,46,77,77,72
Midfielder,J. Jønsson,204152,69,71,70.0,74,65,68,45,80,63,60
Midfielder,F. Lemoine,183287,42,32,37.0,74,75,69,57,83,63,66
Midfielder,Ruiz de Galarreta,205157,68,70,69.0,83,83,75,47,78,62,64
Defender,C. Lenz,212244,68,74,71.0,69,72,55,35,70,55,45
Midfielder,W. Cyprien,212886,71,73,72.0,78,74,74,79,68,76,72
Defender,Róber,213063,60,54,57.0,55,61,52,44,60,36,39
Defender,W. Troost-Ekong,213414,54,67,61.0,32,55,41,40,66,53,33
Midfielder,K. Sema,213750,76,79,78.0,72,77,72,44,72,77,68
Defender,J. Castelletto,213868,72,73,73.0,68,49,43,36,79,50,26
Goalkeeper,I. Arboleda,214462,61,58,,57,57,22,23,43,50,14
Defender,J. Toljan,214622,85,86,86.0,73,70,48,39,72,49,38
Goalkeeper,G. Gallon,214680,40,40,,38,54,52,19,29,54,15
Defender,B. Chardonnet,215410,55,55,55.0,57,70,38,69,68,49,32
Midfielder,Jason,215616,73,72,72.0,69,67,72,68,67,75,69
Defender,Samir,215651,55,64,60.0,50,40,47,44,66,60,26
Defender,R. Gagliolo,216067,75,73,74.0,72,78,26,38,74,71,57
Defender,Akapo,216605,79,88,84.0,75,60,50,46,79,74,52
Midfielder,J. Dossou,218311,81,85,83.0,70,69,69,43,66,66,58
Defender,H. Palacios,218981,84,83,83.0,73,66,58,39,90,52,25
Midfielder,Edgar Méndez,219728,76,73,74.0,65,51,70,68,72,75,66
Defender,Iza Carcelén,220348,79,78,78.0,73,74,59,70,91,69,69
Defender,Diego Rico,220414,71,73,72.0,66,69,70,43,76,76,68
Midfielder,A. Grassi,220475,67,63,65.0,65,67,73,64,64,70,67
Midfielder,P. Seguin,221885,68,64,66.0,69,65,73,48,83,65,63
Midfielder,M. Thorsby,222475,69,67,68.0,65,68,69,49,91,65,60
Midfielder,Walace,222844,66,64,65.0,60,66,70,60,66,78,73
Defender,L. Ceppitelli,205553,49,52,51.0,53,55,17,34,50,40,25
Defender,Ó. Duarte,212772,46,51,49.0,48,48,46,37,64,56,40
Midfielder,Pozo,218746,77,71,74.0,80,82,69,66,69,68,73
Defender,E. Roco,212225,34,33,33.0,55,37,49,34,70,45,39
Midfielder,J. Gastien,208861,54,58,56.0,77,83,69,52,87,67,62
Forward,D. Gayle,205670,76,75,75.0,77,80,48,73,65,76,71
Midfielder,A. Solari,212214,82,89,86.0,87,74,71,57,75,65,63
Goalkeeper,S. Kapino,205878,41,42,,55,45,45,26,38,50,19
Defender,V. Chiricheș,205943,53,59,56.0,56,66,46,51,56,75,69
Defender,J. Willems,205995,72,72,72.0,65,74,73,46,63,78,73
Goalkeeper,P. Nardi,206218,54,43,,35,52,55,16,20,51,10
Midfielder,J. Lukaku,207537,88,83,85.0,73,78,62,53,72,75,65
Defender,J. Uronen,207593,70,74,72.0,72,72,67,44,89,75,65
Defender,E. Krafth,207650,64,68,66.0,64,66,60,54,72,70,58
Midfielder,D. Bessa,208144,68,54,60.0,80,78,76,59,53,76,76
Defender,C. Hérelle,208449,53,61,57.0,58,61,45,47,69,59,44
Defender,Juan Cruz,206219,78,73,75.0,69,56,45,48,79,57,39
Defender,S. Byram,208892,72,70,71.0,72,70,68,50,69,66,60
Midfielder,L. Schaub,210489,64,53,58.0,84,79,74,65,73,65,66
Forward,B. Hrgota,209504,77,69,73.0,74,67,70,62,71,75,73
Midfielder,J. Haberer,211879,62,60,61.0,68,57,74,61,77,75,62
Midfielder,D. Cataldi,211361,69,64,66.0,71,75,73,52,63,80,78
Defender,J. Nilsson,210802,58,61,60.0,66,62,49,28,66,45,24
Midfielder,C. Nørgaard,210697,61,62,62.0,65,69,64,60,76,63,57
Midfielder,F. Tardieu,209618,58,54,56.0,67,73,71,70,92,68,66
Defender,S. Mitrović,209547,33,33,33.0,35,38,43,35,75,59,38
Midfielder,K. Möhwald,211818,64,51,57.0,66,66,72,46,71,85,81
Midfielder,I. Sissoko,231089,47,52,50.0,45,33,68,52,83,73,58
Midfielder,Garrido,233075,34,38,36.0,34,41,60,38,88,68,45
Midfielder,C. Ninga,231041,88,90,89.0,66,57,63,70,85,79,72
Defender,Joan Sastre,231588,75,79,77.0,60,60,44,61,71,34,31
Defender,G. Pezzella,230681,77,76,76.0,66,62,56,45,73,67,48
Defender,J. Horn,231874,77,78,78.0,66,62,44,49,67,45,32
Forward,J. Serra,232225,49,71,61.0,47,37,60,60,71,80,63
Defender,M. Leitsch,234843,84,89,87.0,59,61,40,39,69,56,35
Midfielder,O. Etebo,234457,79,76,77.0,84,77,67,69,87,80,62
Defender,O. El Hajjam,234514,70,70,70.0,65,67,61,33,82,59,58
Defender,Luan Peres,234791,67,75,71.0,64,64,32,52,66,47,23
Forward,J. Maja,235161,74,77,76.0,68,71,64,65,62,70,68
Midfielder,M. Munetsi,235432,67,59,63.0,56,51,68,41,75,68,45
Midfielder,M. Gaćinović,230564,78,73,75.0,87,83,71,62,79,67,70
Midfielder,F. Depaoli,235834,75,74,74.0,69,72,64,65,67,62,47
Defender,Y. Salmier,235553,45,41,43.0,44,46,33,33,73,62,17
Defender,Lyanco,230672,63,67,65.0,56,43,46,47,52,51,27
Defender,J. Laporte,228290,51,51,51.0,46,53,29,39,82,41,27
Defender,E. Kwateng,230074,62,63,63.0,69,63,56,37,70,43,38
Forward,Sergi Guardiola,229624,70,76,73.0,77,69,63,63,74,74,68
Midfielder,Sergi Canós,224013,74,69,71.0,78,84,72,53,65,71,69
Defender,F. Ballo-Touré,236723,86,85,85.0,69,69,64,53,76,56,52
Midfielder,M. Doumbia,224368,81,81,81.0,80,84,65,58,74,72,67
Forward,L. Mancuso,224508,72,80,76.0,81,80,66,70,85,71,64
Forward,M. Sylla,224967,77,76,76.0,74,68,69,62,76,73,70
Defender,K. Ehizibue,225669,86,85,85.0,67,56,61,44,77,70,56
Midfielder,M. Fares,226356,72,79,76.0,77,78,63,64,67,68,62
Midfielder,G. Prömel,228595,65,65,65.0,66,66,67,48,86,71,67
Midfielder,G. Holtmann,228614,93,95,94.0,73,69,61,60,69,75,64
Goalkeeper,D. Bertaud,228616,52,55,,35,61,25,18,42,49,19
Defender,F. Sierralta,228681,52,54,53.0,51,34,33,40,53,38,25
Defender,Kevin,228716,67,69,68.0,44,75,57,46,69,54,50
Midfielder,J. Berthomier,228908,70,68,69.0,77,74,73,72,74,71,74
Defender,J. Rodon,229266,54,62,58.0,47,55,31,40,67,43,24
Goalkeeper,A. Desmas,229542,28,30,,26,37,41,18,24,53,17
Goalkeeper,Dani Cárdenas,236033,45,43,,55,42,34,17,26,56,5
Defender,B. Šutalo,255891,65,64,64.0,77,52,32,44,62,41,31
Midfielder,S. Longstaff,237161,61,54,57.0,56,67,72,54,72,73,70
Midfielder,P. Förster,237540,62,74,69.0,65,65,75,54,89,74,61
Midfielder,J. Allevinah,251191,88,84,86.0,77,72,70,54,61,74,68
Defender,M. Meyerhöfer,251325,78,64,70.0,77,74,57,34,90,47,38
Midfielder,Antonio Sánchez,252909,77,76,76.0,82,75,75,54,81,80,74
Defender,M. Bard,254548,74,82,78.0,76,81,58,45,71,63,48
Midfielder,K. Sulemana,256035,92,93,93.0,89,89,64,56,71,64,61
Midfielder,K. de la Fuente,257025,85,81,83.0,77,84,72,64,47,64,60
Defender,S. Diomande,257204,58,67,63.0,51,58,56,45,67,68,47
Goalkeeper,I. Pandur,258585,37,41,,37,31,37,14,28,47,7
Midfielder,Zarraga,258615,81,76,78.0,78,78,70,49,75,58,71
Midfielder,I. Ilić,258683,71,68,69.0,69,66,73,51,68,74,73
Defender,A. Ismajli,258782,70,74,72.0,67,71,38,31,63,48,23
Defender,M. Lovato,258946,65,70,68.0,56,49,48,45,55,40,30
Goalkeeper,E. Green,259166,28,22,,38,29,32,12,34,51,10
Goalkeeper,D. Greif,263139,15,22,,21,21,34,14,17,58,5
Defender,Jorge Meré,223033,59,76,68.0,66,72,45,51,68,48,27
Midfielder,J. Dina Ebimbe,248573,84,82,83.0,77,73,67,57,81,71,56
Midfielder,Edgar,247500,59,60,60.0,55,40,64,32,79,54,46
Defender,Tuta,247182,68,69,69.0,66,66,41,62,65,59,40
Midfielder,E. Rexhbeçaj,240193,63,55,59.0,70,72,70,54,81,76,64
Defender,N. Cozza,239136,78,76,77.0,61,74,52,50,69,47,35
Defender,A. Gravillon,239550,59,65,62.0,55,49,36,42,57,59,44
Midfielder,Tete Morente,239671,83,79,81.0,80,53,64,63,73,75,72
Midfielder,A. Olsen,240017,80,82,81.0,70,74,68,68,65,74,71
Midfielder,L. Štulac,240095,69,71,70.0,74,73,68,50,75,70,72
Defender,T. Augello,240100,73,78,76.0,75,77,54,38,79,48,44
Midfielder,D. Ljubicic,240916,66,69,68.0,71,64,66,52,85,65,63
Midfielder,Gerson Rodrigues,246929,88,85,86.0,60,52,58,74,73,73,65
Defender,K. Schlotterbeck,244068,53,76,66.0,54,55,58,39,64,33,26
Midfielder,A. Fein,244280,49,50,50.0,69,68,69,47,78,60,59
Midfielder,L. Barreiro Martins,245253,76,59,67.0,86,90,68,47,90,57,53
Midfielder,B. Gilmour,245992,71,64,67.0,76,77,74,53,65,49,58
Defender,Óscar Gil,246284,81,78,79.0,76,78,55,45,83,55,45
Defender,Fran García,246606,89,90,90.0,77,91,54,39,72,63,53
Defender,T. Baumgartl,223641,59,67,63.0,45,35,55,34,65,60,27
Defender,R. Durmisi,211385,74,75,75.0,72,80,72,40,72,79,67
Midfielder,S. Griesbeck,222553,54,73,64.0,53,52,55,46,86,60,53
Goalkeeper,S. Burchert,189061,48,43,,41,31,18,17,32,51,15
Defender,Ramalho,189576,66,73,70.0,66,53,44,41,65,22,34
Defender,Fábio,189680,74,76,75.0,77,83,66,60,63,72,56
Forward,H. Nielsen,190738,71,85,79.0,67,63,70,56,79,75,64
Goalkeeper,J. Steer,192317,53,47,,37,59,42,41,39,53,11
Defender,S. Duffy,192622,40,42,41.0,32,36,41,45,63,62,49
Defender,M. Le Marchand,192725,61,66,64.0,63,63,65,42,63,56,33
Midfielder,M. Zeegelaar,193062,66,76,72.0,66,53,66,53,72,75,64
Midfielder,J. Obi,193337,86,80,83.0,87,83,73,59,72,71,65
Midfielder,Pelé,194020,66,75,71.0,67,63,62,74,80,73,65
Defender,Mexer,196801,37,40,39.0,59,64,54,38,64,49,59
Defender,Gabriel Silva,197688,68,67,67.0,74,72,60,57,70,70,59
Midfielder,J. Martin,197813,52,59,56.0,63,62,74,76,61,72,68
Defender,C. Gamboa,198553,86,83,84.0,81,87,62,54,70,71,52
Forward,I. Nestorovski,199274,71,65,68.0,63,74,42,72,76,68,69
Midfielder,A. Losilla,199288,54,52,53.0,67,69,66,49,85,63,58
Goalkeeper,C. Pinsoglio,189342,43,41,,36,40,35,22,34,44,6
Defender,D. Brosinski,189043,72,69,70.0,74,74,65,88,73,63,60
Midfielder,N. Höfler,199897,54,73,64.0,65,65,63,50,75,58,49
Goalkeeper,V. Fiorillo,185172,36,42,,55,35,48,22,31,48,6
Forward,J. Briand,134779,55,63,59.0,66,66,72,72,62,72,68
Goalkeeper,Sivera,222464,58,55,,61,53,48,24,42,51,12
Goalkeeper,A. Cordaz,149258,25,27,,28,29,34,16,16,47,15
Forward,S. Long,169216,83,80,81.0,69,72,63,72,58,73,64
Midfielder,Mario Suárez,171018,34,47,41.0,57,43,71,59,64,79,68
Defender,Coke,172316,63,58,60.0,64,62,60,71,59,74,60
Defender,W. Reid,176285,38,41,40.0,49,39,44,55,34,69,53
Midfielder,F. Forestieri,178628,79,71,75.0,84,85,73,67,59,73,70
Defender,C. Cathcart,180706,34,35,35.0,50,50,52,28,57,56,41
Forward,A. Modeste,182212,60,63,62.0,65,62,62,78,58,73,70
Defender,A. Rami,183280,39,51,46.0,50,53,44,48,56,70,41
Defender,Zanka,183491,53,52,52.0,60,59,62,27,67,62,30
Midfielder,R. Tesche,183632,61,55,58.0,65,73,66,62,74,71,71
Defender,J. Pied,183916,64,55,59.0,66,77,67,55,61,77,67
Midfielder,D. Gosling,184749,51,50,50.0,62,67,71,61,66,71,73
Forward,M. Gregoritsch,199439,53,65,60.0,59,52,73,64,69,79,73
Defender,J. Morel,139860,44,54,50.0,55,77,56,53,60,62,41
Goalkeeper,M. Esser,200212,32,48,,30,28,48,23,37,50,19
Goalkeeper,A. Gunn,216325,48,49,,40,42,51,25,31,52,17
Midfielder,A. Voglsammer,211891,74,83,79.0,65,76,69,69,66,85,71
Midfielder,L. Öztunalı,213134,79,82,81.0,74,68,68,58,68,74,70
Defender,D. Biraschi,213938,63,53,58.0,56,68,49,32,53,50,28
Defender,M. Miazga,215565,53,50,51.0,57,42,32,31,71,35,32
Defender,Unai García,215569,57,62,60.0,50,58,51,42,82,57,31
Defender,C. Brunner,215604,68,79,74.0,63,73,59,39,76,66,63
Forward,Sandro,217731,68,60,64.0,76,73,56,69,54,84,76
Midfielder,M. Benassi,211354,55,55,55.0,72,68,70,52,53,80,74
Midfielder,Camarasa,219571,60,56,58.0,71,67,74,70,73,80,72
Defender,C. Hountondji,219680,38,43,41.0,52,32,34,45,56,48,29
Defender,Marcos Mauro,219688,54,56,55.0,32,55,36,38,66,50,45
Midfielder,M. Aramu,219984,69,78,74.0,80,74,72,60,69,70,68
Midfielder,E. Thommy,221797,81,72,76.0,86,81,71,57,60,73,74
Defender,B. Gibson,200408,55,51,53.0,55,63,44,31,52,35,28
Defender,R. Czichos,211826,52,65,59.0,60,56,47,36,67,65,51
Midfielder,C. Gruezo,221860,68,55,61.0,78,85,58,49,73,61,42
Midfielder,José Mari,210868,68,63,65.0,63,67,70,53,70,75,68
Defender,Bigas,206222,66,66,66.0,62,64,35,48,66,62,47
Midfielder,S. Sturaro,202135,68,68,68.0,70,65,68,68,70,78,77
Defender,K. Stafylidis,202151,73,73,73.0,73,73,41,46,67,85,81
Forward,Y. Touzghar,203889,69,73,71.0,82,75,66,70,67,71,67
Midfielder,C. Musonda,204233,83,74,78.0,88,81,67,55,45,70,61
Midfielder,Vadillo,204830,84,83,83.0,84,71,68,70,63,76,67
Midfielder,J. Murphy,206085,77,78,78.0,75,75,68,68,75,73,70
Defender,N. Murru,205934,71,71,71.0,68,71,44,47,72,57,40
Midfielder,J. Dudziak,206463,82,70,75.0,90,84,76,59,77,66,62
Midfielder,T. Dingomé,206506,62,63,63.0,80,79,72,61,76,70,68
Defender,L. Kübler,208335,69,79,75.0,66,68,45,60,66,55,43
Defender,M. Dijks,208459,65,69,67.0,47,42,52,44,65,61,36
Defender,Quini,209937,72,73,73.0,70,72,55,58,64,61,59
Defender,I. Mbaye,210320,67,68,68.0,70,65,50,49,71,69,56
Midfielder,A. Touré,210450,40,39,39.0,30,34,58,61,76,76,78
Midfielder,Jordi Mboula,239441,85,88,87.0,78,73,59,64,68,68,62
Forward,L. Mothiba,237631,69,70,70.0,61,66,61,68,69,71,69
Midfielder,E. Löwen,238072,51,54,53.0,38,60,72,36,84,88,69
Forward,A. Sigurðsson,238196,75,77,76.0,76,71,68,40,71,67,67
Midfielder,A. Bassi,238504,72,67,69.0,76,80,72,66,72,68,73
Defender,C. Zimmermann,239322,44,49,47.0,34,40,25,37,69,50,34
Midfielder,R. Hack,239367,85,82,83.0,87,86,65,54,76,70,53
Midfielder,H. Traorè,240787,71,69,70.0,82,72,68,61,67,73,63
Forward,E. Shomurodov,239964,83,80,81.0,71,70,65,65,67,72,66
Goalkeeper,G. Vicario,240091,25,27,,31,32,52,13,18,48,5
Defender,K. Rüegg,240099,82,78,80.0,70,78,59,30,77,62,54
Midfielder,A. Gomes,240507,77,73,75.0,87,90,69,66,61,69,70
Midfielder,E. Vignato,240661,77,69,73.0,78,75,69,55,65,61,63
Defender,Y. Çetin,240671,53,63,59.0,46,39,50,42,55,57,41
Midfielder,K. Dewsbury-Hall,237386,64,61,62.0,68,69,74,52,73,66,68
Defender,Jorge Cuenca,237522,55,63,59.0,57,63,53,44,62,55,36
Midfielder,F. Jensen,234889,68,70,69.0,69,67,70,48,66,75,66
Midfielder,Z. Youssouf,236830,64,64,64.0,70,71,71,55,72,72,51
Midfielder,M. Maolida,234333,75,81,78.0,77,75,67,61,61,69,65
Defender,D. Vavro,240988,58,67,63.0,43,61,48,52,63,69,60
Forward,I. Šaponjić,232207,69,72,71.0,65,44,46,65,58,75,68
Forward,C. Itten,233139,71,65,68.0,59,63,57,66,71,73,66
Defender,R. Gumny,233409,85,77,81.0,79,75,57,38,79,47,38
Defender,A. Lucoqui,233812,76,81,79.0,75,74,54,38,75,59,52
Midfielder,Ronaldo Vieira,233943,69,76,73.0,73,78,66,57,77,65,62
Defender,T. Hübers,234727,80,86,83.0,48,50,53,40,60,51,35
Forward,P. Hamel,236621,62,53,57.0,55,70,57,68,69,72,67
Forward,L. Höler,234875,67,73,70.0,63,64,54,57,81,78,65
Defender,Miguelón,231749,76,75,75.0,75,74,60,35,72,60,60
Goalkeeper,R. Majecki,235413,26,31,,39,29,41,13,23,50,16
Midfielder,T. Alarcón,235824,64,67,66.0,71,76,53,49,72,57,58
Defender,Y. Valery,236316,75,69,72.0,66,67,57,41,75,69,64
Midfielder,G. Maggiore,236368,70,63,66.0,64,67,71,53,74,63,61
Defender,T. Mitchell,240947,76,73,74.0,78,75,47,45,71,38,37
Midfielder,E. Le Fée,246350,61,64,63.0,70,90,74,54,63,56,56
Defender,N. Maraš,241070,66,68,67.0,65,55,46,32,74,48,29
Defender,L. Thomas,254470,78,76,77.0,68,67,58,39,77,44,39
Defender,C. Richards,250954,73,72,72.0,67,60,51,37,71,36,22
Forward,João Pedro,252042,80,76,78.0,80,60,63,69,70,68,61
Midfielder,I. Jakobs,252293,88,85,86.0,74,68,56,39,81,65,44
Defender,T. Nianzou,252961,70,68,69.0,55,56,50,42,69,57,25
Midfielder,N. Mbuku,253036,80,77,78.0,85,86,65,64,60,71,55
Midfielder,Y. Musah,253177,86,89,88.0,68,66,59,50,73,77,73
Forward,Reinier,254544,83,72,77.0,78,69,70,69,69,72,64
Defender,N. Collins,248484,62,68,65.0,41,50,39,35,73,36,19
Midfielder,J. Thielmann,254660,77,76,76.0,74,73,66,63,77,73,69
Forward,A. Adli,255223,85,84,84.0,76,80,63,68,66,75,66
Defender,G. Frabotta,257713,70,70,70.0,61,57,61,43,67,59,63
Midfielder,Blanco,261987,63,59,61.0,61,57,75,60,69,52,64
Forward,M. Osmajić,263230,79,74,76.0,55,75,59,63,65,74,63
Defender,A. Hack,231111,64,60,62.0,51,48,53,45,65,44,29
Defender,Vivian,248550,67,69,68.0,65,71,43,67,65,46,25
Defender,A. Bella Kotchap,247497,73,79,76.0,55,60,46,33,61,38,20
Forward,J. Sargent,242075,78,73,75.0,76,68,62,58,77,75,65
Forward,J. Burkardt,244257,78,79,79.0,74,69,60,55,68,71,64
Defender,H. Marcelin,242603,54,68,62.0,46,37,52,35,62,59,27
Midfielder,Alberto Soro,243016,82,77,79.0,78,72,71,53,68,65,61
Defender,S. Walukiewicz,243497,64,58,61.0,51,51,40,38,68,42,42
Defender,M. Müldür,243526,78,76,77.0,82,71,52,35,78,57,54
Midfielder,Óscar Valentín,243558,65,67,66.0,63,70,67,40,83,68,60
Defender,Gonzalo Verdú,243945,54,60,57.0,63,56,57,63,68,63,54
Defender,F. Benković,244269,60,65,63.0,53,42,54,42,66,74,38
