Positions,short_name,sofifa_id,Crossing,Finishing,Heading,ShortPassing,Volleys,Dribbling,Curve,LongPassing,BallControl,FKAccuracy,Passing,Shooting
Midfielder,Fred,209297,70,60,52,82,65,79,76,80,80,74,77.0,66.0
Defender,Danilo,199304,76,59,76,77,69,73,73,74,79,73,73.0,67.0
Forward,M. Arnautović,184200,77,80,79,81,79,77,79,74,82,72,79.0,81.0
Goalkeeper,J. Cillessen,199987,17,10,12,50,19,12,10,35,32,10,,
Forward,A. Milik,205175,63,85,79,70,78,77,76,62,81,84,67.0,84.0
Forward,Paco Alcácer,200454,60,85,78,78,85,78,85,51,82,85,69.0,84.0
Forward,A. Belotti,208596,42,88,84,71,82,78,64,48,77,56,59.0,81.0
Midfielder,E. Forsberg,208448,82,74,44,86,65,83,79,76,86,75,82.0,73.0
Midfielder,A. Januzaj,208330,81,77,42,81,70,86,80,76,81,73,80.0,75.0
Midfielder,L. Paredes,207439,79,61,60,84,71,79,80,85,81,78,83.0,71.0
Midfielder,M. Arnold,206511,69,77,58,82,84,78,83,83,82,81,79.0,81.0
Goalkeeper,A. Cragno,205659,15,12,12,31,13,13,11,25,21,12,,
Midfielder,J. Ward-Prowse,205569,89,71,57,85,51,76,92,84,82,92,86.0,74.0
Midfielder,Lucas Vázquez,208618,83,72,58,79,58,81,83,76,79,71,79.0,73.0
Defender,W. Orban,204638,39,38,85,69,31,52,28,58,57,32,52.0,36.0
Defender,J. Tarkowski,202695,59,40,83,74,40,63,54,73,69,53,67.0,45.0
Defender,Iñigo Martínez,204525,51,42,76,75,37,53,72,83,75,51,66.0,56.0
Midfielder,Danilo Pereira,200888,58,57,83,81,55,75,54,78,77,53,71.0,63.0
Midfielder,Lucas Moura,200949,70,79,65,72,70,88,71,66,82,71,70.0,79.0
Defender,Nacho Fernández,200724,70,32,79,78,38,64,55,61,76,37,66.0,37.0
Defender,A. Florenzi,203551,77,73,70,83,85,75,73,77,85,72,79.0,77.0
Defender,K. Zouma,204311,49,47,84,72,47,50,60,68,64,59,63.0,51.0
Midfielder,Joan Jordán,224309,70,75,47,84,59,79,83,84,80,81,81.0,75.0
Defender,O. Zinchenko,227813,82,58,70,82,61,80,81,78,82,76,80.0,65.0
Goalkeeper,M. Dmitrović,227290,30,20,20,40,20,8,20,40,9,18,,
Midfielder,I. Bennacer,226754,72,63,62,84,64,84,70,83,84,73,80.0,67.0
Defender,K. Tierney,226491,82,52,59,77,38,78,72,68,77,56,75.0,60.0
Defender,Nélson Semedo,227928,76,50,58,75,42,81,61,65,79,30,68.0,57.0
Midfielder,S. Bergwijn,225953,77,75,60,80,75,84,78,63,82,66,75.0,78.0
Midfielder,Álex Berenguer,225201,76,79,49,79,70,80,74,65,81,75,76.0,76.0
Midfielder,J. Bamba,225085,74,73,61,76,68,81,75,66,81,67,74.0,75.0
Defender,L. Klostermann,222331,72,59,78,74,41,71,45,63,73,22,64.0,51.0
Forward,Borja Iglesias,224179,50,82,80,73,71,74,51,65,79,36,64.0,80.0
Midfielder,L. Torreira,223959,71,61,59,78,65,77,70,73,79,72,74.0,67.0
Defender,S. Lainer,223724,78,59,64,76,63,76,65,70,71,33,70.0,63.0
Defender,V. Lindelöf,221660,62,42,76,79,38,70,64,80,77,59,73.0,51.0
Goalkeeper,Pau López,221087,24,19,15,38,17,18,23,41,16,21,,
Midfielder,N. Keïta,220971,62,74,42,83,71,85,64,75,86,70,75.0,73.0
Defender,J. Denayer,220182,58,42,77,77,35,69,52,71,73,29,67.0,43.0
Midfielder,D. Zakaria,229261,67,66,67,79,35,76,63,73,76,46,72.0,64.0
Defender,M. Akanji,229237,53,38,78,79,42,74,54,69,75,59,67.0,48.0
Defender,G. Di Lorenzo,217870,76,64,71,77,60,76,69,71,75,69,73.0,66.0
Defender,G. Mancini,229582,34,48,82,67,40,51,38,42,75,34,50.0,45.0
Midfielder,S. Sensi,229857,78,49,45,87,49,79,75,84,90,75,83.0,60.0
Midfielder,B. Saka,246669,79,69,45,79,63,84,76,63,80,69,76.0,68.0
Defender,V. Coufal,244470,81,50,70,75,61,73,75,73,76,42,73.0,56.0
Midfielder,N. Vlašić,241095,71,76,65,81,72,85,70,77,80,72,78.0,77.0
Defender,Unai Núñez,240900,29,16,81,79,21,35,27,50,70,22,49.0,22.0
Midfielder,R. Baku,240709,79,74,49,74,63,83,64,69,78,45,73.0,73.0
Forward,M. Gómez,239207,59,84,87,73,75,72,75,64,77,57,68.0,81.0
Midfielder,Vinícius Jr.,238794,71,69,50,72,70,89,77,67,85,62,71.0,70.0
Defender,A. Bastoni,237383,67,26,81,72,35,68,43,73,72,36,65.0,33.0
Midfielder,S. McTominay,237238,68,71,78,81,62,78,72,78,76,53,75.0,75.0
Midfielder,B. Kamara,236987,64,39,73,79,28,70,59,78,78,47,72.0,50.0
Goalkeeper,D. Henderson,233306,14,9,13,37,5,13,13,45,32,10,,
Midfielder,X. Schlager,233195,59,66,44,79,60,76,70,77,77,60,73.0,70.0
Forward,V. Osimhen,232293,64,85,78,69,75,74,63,53,77,48,63.0,80.0
Defender,Ç. Söyüncü,232119,46,39,75,76,48,65,39,64,71,39,60.0,46.0
Forward,D. Malen,231447,71,82,69,75,74,83,74,64,83,61,72.0,79.0
Midfielder,Renato Sanches,230767,72,67,61,81,68,84,69,79,83,68,77.0,74.0
Midfielder,Gerson,229927,73,61,54,86,56,77,79,79,84,60,79.0,64.0
Midfielder,C. Tolisso,219683,65,75,83,82,60,76,66,84,82,67,77.0,77.0
Midfielder,Embarba,219953,81,76,60,80,65,79,77,75,79,75,78.0,77.0
Defender,Capa,216189,81,56,60,80,54,76,80,67,77,58,76.0,64.0
Midfielder,José Callejón,185020,82,75,65,80,84,80,73,60,85,65,76.0,76.0
Defender,Bartra,198141,57,55,78,79,43,70,66,79,78,51,72.0,61.0
Goalkeeper,M. Perin,198009,11,11,12,33,19,19,15,31,23,13,,
Midfielder,R. Pereyra,193061,73,75,60,82,73,83,78,80,82,74,79.0,74.0
Goalkeeper,Guaita,189690,34,11,20,39,13,16,32,33,24,20,,
Midfielder,F. Coquelin,189271,69,64,63,82,53,80,68,81,81,41,76.0,67.0
Goalkeeper,R. Bürki,189117,15,8,17,37,13,12,13,24,23,12,,
Defender,Rafael Tolói,187598,44,28,81,66,30,58,41,68,66,70,58.0,47.0
Midfielder,A. Ramsey,186561,75,61,55,85,77,85,83,81,84,73,81.0,70.0
Forward,A. Sánchez,184941,76,74,59,79,82,84,78,77,83,74,78.0,76.0
Forward,João Pedro,199254,69,82,73,81,72,81,80,74,83,76,77.0,78.0
Defender,A. Ogbonna,183855,51,25,82,70,30,61,51,69,63,36,60.0,40.0
Defender,Nacho Monreal,177604,78,55,72,77,58,73,74,70,77,52,74.0,61.0
Midfielder,D. Payet,177388,85,75,59,83,76,84,83,80,83,74,83.0,77.0
Defender,Marcelo,176676,84,71,72,80,63,89,84,77,91,67,80.0,72.0
Defender,D. Wass,172522,79,75,69,80,69,76,78,81,80,84,80.0,77.0
Forward,Raúl García,171579,80,80,90,83,73,80,78,82,85,68,81.0,82.0
Defender,J. Evans,169588,52,28,80,74,46,51,34,65,71,37,61.0,32.0
Goalkeeper,G. Rulli,215316,12,15,12,32,16,14,19,23,15,20,,
Midfielder,C. Aránguiz,199042,77,66,53,81,68,74,75,83,78,75,80.0,71.0
Defender,D. Godín,182493,52,42,82,77,47,53,49,70,72,49,63.0,48.0
Defender,A. Mandi,201143,73,41,81,80,49,64,67,78,76,49,74.0,46.0
Forward,Roger,207732,59,84,71,73,84,76,54,59,79,46,63.0,82.0
Midfielder,Rafinha,201400,74,71,55,85,75,86,80,80,84,61,80.0,75.0
Midfielder,João Moutinho,162347,85,68,68,86,76,76,84,83,85,82,84.0,72.0
Goalkeeper,W. Benítez,215223,12,14,13,28,13,19,20,27,20,17,,
Defender,A. Christensen,213661,49,36,79,79,25,66,41,71,73,39,65.0,31.0
Midfielder,D. Alli,211117,72,80,79,82,79,83,77,80,84,60,78.0,78.0
Defender,Jonny,210455,78,49,69,76,44,76,66,64,77,54,71.0,53.0
Goalkeeper,Pacheco,209960,14,16,10,28,13,13,20,29,15,20,,
Forward,G. Laborde,209519,74,80,84,80,84,79,70,71,80,59,76.0,78.0
Goalkeeper,T. Strakosha,212151,18,18,11,26,11,14,14,22,15,12,,
Defender,M. Keane,207599,60,50,84,76,40,64,53,70,69,33,65.0,49.0
Midfielder,T. Savanier,205686,83,71,47,83,62,81,81,82,82,79,83.0,74.0
Defender,S. Umtiti,205600,61,51,78,76,65,64,72,73,73,62,68.0,62.0
Defender,Š. Vrsaljko,203890,81,44,73,76,53,74,70,70,77,57,73.0,55.0
Midfielder,D. Demme,202325,70,31,57,80,48,72,65,78,82,62,75.0,42.0
Midfielder,J. Draxler,202166,79,74,64,81,77,83,77,77,84,76,80.0,76.0
Midfielder,R. Freuler,202024,72,68,41,81,68,78,60,80,81,70,77.0,71.0
Defender,M. Hinteregger,201922,53,65,83,72,64,54,58,80,65,66,67.0,70.0
Defender,Z. Çelik,224490,75,55,65,76,55,71,72,68,76,39,71.0,58.0
Defender,N. Elvedi,221491,65,30,79,74,30,67,45,57,72,29,63.0,39.0
Defender,T. Castagne,222501,79,59,69,75,40,77,58,70,78,33,71.0,57.0
Defender,R. Aguilar,223597,78,49,60,77,52,76,62,71,75,33,72.0,53.0
Defender,A. Marušić,224031,76,56,76,71,68,75,76,55,76,48,67.0,66.0
Defender,R. Bensebaini,224196,80,62,81,77,43,77,67,68,78,62,72.0,59.0
Midfielder,A. Golovin,225663,80,69,38,79,70,84,80,74,82,79,79.0,72.0
Goalkeeper,A. Meret,225116,15,17,19,29,20,16,20,22,22,21,,
Defender,E. Bailly,225508,51,33,78,68,42,67,46,60,65,43,58.0,42.0
Defender,Aritz Elustondo,226221,72,26,82,77,30,48,53,55,76,41,61.0,33.0
Midfielder,E. Buendía,226162,76,73,57,82,68,81,78,79,83,74,80.0,73.0
Midfielder,R. Tapia,220673,65,66,74,77,64,74,65,76,75,54,72.0,69.0
Defender,D. Sánchez,220793,36,40,79,73,28,62,30,67,70,27,55.0,45.0
Goalkeeper,José Sá,212442,18,15,14,30,17,17,12,20,19,21,,
Defender,Y. Mina,220523,43,51,86,76,41,62,38,69,61,30,60.0,54.0
Midfielder,Munir,220253,73,79,77,80,80,82,81,62,83,67,75.0,78.0
Midfielder,T. Bakayoko,219809,55,37,71,78,36,77,51,73,77,37,68.0,48.0
Defender,H. Traoré,219789,79,48,71,76,32,76,71,73,76,38,72.0,54.0
Midfielder,M. Dahoud,218339,67,62,44,82,66,84,78,79,82,53,76.0,69.0
Midfielder,A. Saint-Maximin,216388,70,65,53,74,59,91,73,64,83,58,70.0,69.0
Defender,D. Zappacosta,216150,81,59,69,75,69,76,74,68,74,59,73.0,66.0
Defender,A. Izzo,216145,35,19,81,66,32,63,26,60,66,26,48.0,33.0
Midfielder,F. Bernardeschi,212404,81,61,53,82,76,85,83,71,84,80,80.0,71.0
Midfielder,V. Grifo,212096,88,69,47,77,73,82,85,75,82,80,79.0,74.0
Midfielder,K. Demirbay,211748,76,75,46,78,59,82,85,80,85,80,79.0,76.0
Defender,B. Pavard,226851,77,43,80,75,70,68,63,76,77,51,72.0,53.0
Midfielder,Pablo Fornals,226456,77,72,50,81,72,79,71,78,83,70,79.0,74.0
Midfielder,A. Tchouaméni,241637,65,67,73,80,50,77,68,79,79,53,75.0,69.0
Midfielder,M. Thuram,228093,74,80,80,75,70,84,66,62,79,30,70.0,78.0
Forward,E. Ávila,228520,59,82,74,71,79,79,58,62,77,57,65.0,81.0
Midfielder,J. Bellingham,252371,62,69,57,79,64,80,58,78,80,45,73.0,69.0
Defender,S. Botman,251809,43,24,81,72,27,59,47,70,64,28,59.0,36.0
Midfielder,Bruno Guimarães,247851,66,60,60,84,66,78,75,82,80,62,78.0,63.0
Defender,Emerson,247204,77,57,70,77,44,74,73,65,77,47,71.0,62.0
Defender,M. Lacroix,244067,35,29,74,73,28,60,37,66,69,26,56.0,33.0
Midfielder,Rodrygo,243812,71,80,62,74,67,84,80,60,80,73,71.0,76.0
Midfielder,Rubén García,211022,80,79,56,80,59,79,77,79,80,79,79.0,76.0
Midfielder,T. Koopmeiners,240679,76,67,73,82,66,70,69,83,76,77,79.0,72.0
Midfielder,Matheus Cunha,240243,75,78,64,76,75,86,77,67,83,64,74.0,78.0
Midfielder,N. Maksimović,239433,65,70,73,80,49,70,63,76,76,72,75.0,68.0
Defender,P. Estupiñán,237942,79,20,75,78,38,73,59,62,71,36,68.0,34.0
Midfielder,E. Bardhi,237239,77,78,52,77,81,82,89,74,81,91,78.0,81.0
Forward,M. Kean,236610,48,81,76,68,72,80,67,39,76,44,56.0,77.0
Midfielder,Y. Bissouma,236480,65,58,65,80,65,80,62,77,78,75,75.0,68.0
Goalkeeper,G. Kobel,235073,13,10,13,39,10,24,13,33,34,12,,
Midfielder,J. Ikoné,234612,73,70,39,74,59,83,78,65,81,72,74.0,70.0
Forward,P. Schick,234236,64,81,80,77,74,80,78,62,83,56,70.0,79.0
Defender,Odriozola,234035,81,48,73,76,48,76,71,70,76,30,71.0,55.0
Defender,Zubeldia,233738,65,67,73,81,47,70,73,79,78,65,75.0,67.0
Defender,F. Tomori,232756,56,33,77,70,32,60,38,60,65,40,57.0,37.0
Midfielder,D. Kamada,232730,75,69,53,80,66,85,75,79,83,68,79.0,68.0
Midfielder,M. Arambarri,232665,59,49,62,79,43,72,66,78,79,54,72.0,60.0
Defender,Gabriel,232580,38,31,82,75,28,52,47,71,66,27,60.0,36.0
Forward,L. Jović,232432,67,82,79,72,83,78,77,61,80,46,68.0,80.0
Forward,K. Dolberg,228687,50,80,74,79,78,78,76,60,79,70,69.0,81.0
Defender,Rubén Peña,211241,79,69,75,78,66,77,59,66,80,56,72.0,70.0
Forward,Mata,223578,63,84,75,65,73,79,55,51,79,48,61.0,80.0
Defender,K. Mbabu,210625,77,49,67,69,39,72,64,65,74,48,69.0,51.0
Forward,M. Antonio,190717,75,79,84,75,70,79,66,72,76,60,73.0,76.0
Defender,Germán,198230,42,40,80,74,20,51,28,66,68,35,59.0,40.0
Forward,C. Wilson,196978,61,82,78,72,71,78,63,62,79,45,66.0,78.0
Goalkeeper,R. Gikiewicz,194333,18,13,39,24,15,18,19,20,19,12,,
Midfielder,X. Shaqiri,193348,79,70,45,80,76,80,85,78,82,82,80.0,76.0
Midfielder,N. Gudelj,193198,74,58,69,84,69,66,80,77,79,79,79.0,70.0
Defender,Mario Gaspar,192789,78,68,65,76,74,73,71,69,74,54,71.0,69.0
Defender,Marcos Alonso,192638,83,70,83,82,76,78,85,71,83,86,78.0,74.0
Forward,C. Wood,192123,46,81,87,68,74,69,69,48,77,64,60.0,79.0
Midfielder,Ander Herrera,191740,71,68,63,80,64,78,79,77,81,64,77.0,70.0
Midfielder,N. Matić,191202,70,59,74,82,71,75,70,82,79,63,75.0,67.0
Midfielder,S. El Shaarawy,190813,75,74,65,75,83,79,85,66,77,68,74.0,75.0
Goalkeeper,M. Silvestri,190745,12,20,12,22,20,18,16,20,20,11,,
Midfielder,Illarramendi,190584,68,72,51,80,58,78,76,79,80,68,77.0,71.0
Midfielder,A. Oxlade-Chamberlain,198784,78,70,39,80,60,83,73,75,83,60,77.0,74.0
Forward,L. de Jong,189805,66,79,93,80,83,67,63,62,79,69,71.0,78.0
Defender,A. Cresswell,189615,83,54,68,77,48,76,80,69,77,73,75.0,60.0
Midfielder,Iborra,189560,59,67,82,82,66,69,66,81,80,67,75.0,70.0
Midfielder,Montoro,186682,54,54,57,85,67,72,50,83,81,71,75.0,64.0
Midfielder,G. Sigurðsson,184484,85,74,60,82,77,78,87,78,83,84,82.0,78.0
Forward,O. Giroud,178509,64,82,90,75,82,69,70,58,81,65,70.0,80.0
Goalkeeper,D. Ospina,176550,11,10,15,36,12,12,10,32,32,13,,
Midfielder,A. Candreva,173221,79,73,55,81,79,80,77,80,82,71,79.0,78.0
Goalkeeper,B. Costil,158121,11,14,15,35,12,13,12,33,12,11,,
Forward,F. Ribéry,156616,74,71,41,85,79,87,83,82,89,81,81.0,73.0
Midfielder,J. Hofmann,210324,80,75,40,81,64,78,77,81,79,71,80.0,72.0
Midfielder,J. Milner,138412,85,62,65,82,76,76,81,80,81,75,81.0,70.0
Midfielder,Rodrigo,198329,77,78,78,79,75,79,83,62,81,67,75.0,78.0
Defender,B. Mee,189682,59,36,79,60,29,59,45,61,63,31,58.0,42.0
Defender,D. D'Ambrosio,198946,73,48,84,71,57,71,63,67,69,62,67.0,56.0
Midfielder,C. Kramer,204024,61,48,61,78,58,72,54,73,77,51,70.0,50.0
Defender,C. Günter,209846,84,49,66,69,39,72,75,64,69,68,70.0,55.0
Forward,Lucas Pérez,199354,74,85,68,75,79,78,82,69,79,77,75.0,82.0
Forward,De Tomás,210315,55,82,76,76,77,81,70,66,82,77,68.0,82.0
Defender,B. Djimsiti,208165,53,36,80,68,32,34,42,68,68,30,59.0,39.0
Midfielder,A. Doucouré,208135,68,76,66,79,68,77,41,76,80,42,72.0,76.0
Midfielder,J. Lingard,207494,74,78,67,78,76,80,79,65,80,68,75.0,79.0
Goalkeeper,Kepa,206585,25,11,18,51,18,10,25,52,33,19,,
Forward,A. Plea,206467,78,83,73,78,80,78,82,72,79,73,77.0,82.0
Defender,B. Davies,205923,76,58,66,79,48,75,72,75,78,48,75.0,58.0
Defender,B. Mendy,204884,83,39,65,79,38,77,80,69,80,44,76.0,54.0
Defender,S. Arias,204259,77,51,69,75,43,74,47,72,77,54,70.0,53.0
Goalkeeper,Edgar Badia,204234,14,12,20,30,16,14,19,32,18,13,,
Midfielder,Manu Trigueros,206545,72,66,71,80,65,78,78,79,81,69,78.0,71.0
Defender,Álvaro,202935,51,22,75,74,31,49,47,68,64,45,59.0,33.0
Midfielder,Deulofeu,202477,74,72,40,74,71,84,80,62,81,77,73.0,73.0
Midfielder,Cristian Tello,200315,75,77,47,74,75,83,82,70,78,78,74.0,75.0
Midfielder,G. Xhaka,199503,71,50,62,84,50,66,76,84,80,77,79.0,64.0
Goalkeeper,B. Lecomte,200726,13,11,10,17,10,11,20,21,23,19,,
Midfielder,G. Kondogbia,201455,65,68,75,81,62,76,62,78,79,56,75.0,74.0
Defender,E. Dier,202335,64,52,81,71,51,65,68,75,72,73,69.0,64.0
Defender,C. Coady,202048,67,51,74,81,56,62,60,85,79,62,75.0,58.0
Midfielder,Sergi Darder,202648,71,70,60,81,75,79,77,81,81,66,78.0,75.0
Defender,W. Boly,202750,50,32,79,76,23,63,46,74,70,35,64.0,36.0
Midfielder,K. Bellarabi,202857,78,74,48,71,73,82,72,59,82,58,71.0,76.0
Defender,David García,225341,61,35,82,78,37,60,33,72,76,38,64.0,37.0
Midfielder,A. Fulgini,226789,71,75,67,78,52,85,67,71,81,66,74.0,70.0
Midfielder,G. Rodríguez,225659,59,43,73,75,47,63,49,72,75,42,66.0,56.0
Defender,A. Diallo,225711,69,38,78,78,39,75,58,76,78,32,71.0,39.0
Forward,K. Iheanacho,225719,59,82,67,77,77,79,74,69,78,64,70.0,80.0
Defender,D. Ćaleta-Car,225263,28,32,77,78,32,59,28,78,67,31,60.0,39.0
Midfielder,Daniel Podence,226766,66,67,42,75,57,86,75,70,82,42,71.0,65.0
Defender,E. Konsa,227678,51,34,78,74,35,70,37,72,73,38,62.0,39.0
Midfielder,Gelson Martins,227055,71,69,51,73,74,85,82,55,78,60,70.0,71.0
Defender,M. Cash,227174,78,66,49,70,48,73,64,62,70,48,68.0,63.0
Midfielder,R. Bentancur,227535,77,55,62,83,71,83,73,79,82,68,79.0,62.0
Defender,D. Calabria,228881,76,40,64,72,58,70,74,66,72,48,67.0,50.0
Midfielder,F. Grillitsch,228336,68,58,61,84,53,78,47,82,81,68,77.0,60.0
Goalkeeper,E. Audero,228413,13,16,19,29,18,19,12,19,18,12,,
Midfielder,K. Toko Ekambi,224069,73,79,74,74,75,77,67,61,76,63,71.0,78.0
Goalkeeper,A. Lunev,229909,16,14,17,25,13,15,18,32,17,17,,
Midfielder,J. Bowen,224371,76,78,64,73,53,80,71,67,78,70,73.0,74.0
Defender,L. Dubois,216643,79,53,60,78,73,73,76,75,75,56,75.0,59.0
Goalkeeper,Sergio Herrera,224003,20,16,14,24,16,15,21,21,27,21,,
Defender,Álex Moreno,217036,75,59,60,73,65,78,69,64,75,57,71.0,60.0
Midfielder,A. Miranchuk,214092,72,71,57,78,67,80,74,75,80,75,76.0,70.0
Forward,T. Abraham,231352,50,82,80,77,77,72,50,46,77,42,62.0,78.0
Midfielder,B. Bourigeaud,214097,80,72,63,80,68,77,79,78,78,81,79.0,74.0
Forward,L. Alario,215353,48,83,85,69,80,73,49,47,78,43,58.0,78.0
Midfielder,Ayoze Pérez,215590,70,73,77,76,77,81,78,62,80,60,72.0,73.0
Midfielder,Dani García,216194,55,69,46,79,52,72,61,80,80,57,71.0,69.0
Midfielder,S. Fofana,216320,62,68,58,80,59,78,62,74,80,42,72.0,71.0
Forward,L. Ajorque,219733,50,81,83,69,75,72,57,48,77,37,60.0,78.0
Midfielder,M. Pašalić,223273,68,74,65,80,72,78,69,78,81,59,75.0,75.0
Midfielder,B. Santamaria,219792,59,59,62,79,57,73,48,78,78,59,71.0,62.0
Midfielder,M. Vecino,219985,69,68,79,80,62,77,64,77,81,58,75.0,71.0
Forward,R. Borré,220883,69,80,74,73,72,77,79,69,77,67,72.0,77.0
Forward,O. Watkins,221697,67,80,81,70,64,75,63,59,76,56,68.0,75.0
Defender,M. Friedrich,222493,43,39,79,67,35,43,39,68,61,26,57.0,41.0
Midfielder,R. Karsdorp,222558,80,53,70,77,69,78,70,73,80,60,74.0,64.0
Midfielder,Jony,222943,80,69,44,77,63,78,81,75,77,78,77.0,69.0
Defender,G. Montiel,231340,72,41,71,76,41,71,59,66,75,39,70.0,53.0
Midfielder,U. Račić,244253,70,72,75,80,66,74,70,77,81,55,75.0,75.0
Midfielder,Brahim,231410,66,69,30,83,55,82,74,74,83,61,76.0,69.0
Midfielder,M. Greenwood,246147,72,77,65,76,68,81,75,69,78,65,73.0,78.0
Goalkeeper,P. Rajković,241727,13,9,13,26,8,8,14,25,18,10,,
Midfielder,C. Baumgartner,242187,62,75,65,79,74,82,65,75,79,52,73.0,72.0
Midfielder,Luis Milla,242201,72,67,48,80,51,71,71,75,78,73,76.0,70.0
Midfielder,De Frutos,243559,77,70,55,74,59,83,77,68,81,56,74.0,70.0
Forward,J. David,243630,67,80,72,78,71,79,58,70,78,48,71.0,76.0
Midfielder,Puado,244622,70,77,77,75,70,80,60,64,80,35,68.0,76.0
Midfielder,Y. Fofana,245630,66,64,58,79,46,77,66,77,78,48,74.0,67.0
Forward,D. Vlahović,246430,50,83,75,68,68,74,66,50,80,37,58.0,78.0
Goalkeeper,A. Lafont,231691,13,6,13,54,9,14,13,38,10,12,,
Midfielder,M. Caqueret,246646,54,55,42,81,49,80,66,77,80,52,72.0,58.0
Defender,Carlos Neva,246844,80,48,65,71,37,74,54,52,74,35,63.0,52.0
Midfielder,E. Camavinga,248243,70,62,64,81,59,80,72,77,81,59,76.0,65.0
Defender,W. Fofana,248695,39,29,74,69,40,61,39,66,67,38,55.0,37.0
Defender,Nuno Mendes,252145,74,45,67,71,54,72,66,68,75,59,68.0,57.0
Midfielder,F. Wirtz,256630,71,70,39,80,63,85,75,73,83,54,76.0,68.0
Midfielder,Thiago Mendes,213874,67,60,58,80,60,76,67,82,78,73,76.0,67.0
Defender,Junior Firpo,241184,79,66,73,74,55,73,65,69,74,43,71.0,64.0
Forward,A. Gouiri,240753,76,81,64,77,76,81,78,69,79,74,75.0,80.0
Midfielder,B. Soumaré,239817,65,51,60,79,53,78,65,78,79,53,74.0,56.0
Midfielder,M. Pessina,239613,70,76,63,80,59,78,52,74,81,45,74.0,70.0
Forward,Y. Yazıcı,231887,77,74,68,81,72,82,82,75,82,76,79.0,76.0
Midfielder,J. Harrison,232080,76,71,45,73,62,79,70,62,78,56,72.0,71.0
Midfielder,W. Endo,232487,55,57,74,79,26,72,43,77,80,46,70.0,61.0
Defender,R. Le Normand,233486,35,19,83,77,25,52,29,62,67,25,52.0,25.0
Midfielder,Y. Herrera,234060,57,71,68,83,54,76,56,82,80,51,73.0,70.0
Defender,Domingos Duarte,234835,54,30,80,78,27,48,27,56,64,27,58.0,35.0
Midfielder,I. Sarr,235353,68,75,44,69,76,82,78,59,79,55,67.0,76.0
Defender,Reinildo,236045,71,55,74,72,51,73,67,57,75,35,65.0,54.0
Defender,Luiz Felipe,236355,53,22,74,72,32,69,31,66,71,35,61.0,29.0
Forward,A. Barák,236791,73,74,68,82,64,81,70,76,82,66,77.0,76.0
Defender,I. Konaté,237678,38,29,77,75,28,67,32,69,69,27,57.0,34.0
Midfielder,N. Zaniolo,238067,64,76,60,77,60,80,65,68,81,60,71.0,74.0
Midfielder,A. Haidara,238463,74,69,50,80,61,81,75,75,81,62,76.0,72.0
Defender,D. Zagadou,238476,46,26,77,75,25,51,37,74,52,25,61.0,34.0
Midfielder,Pedro Neto,238616,70,76,49,75,65,83,66,56,80,51,69.0,74.0
Midfielder,Adama Traoré,213956,78,66,40,71,52,92,67,54,83,42,67.0,66.0
Midfielder,Fransérgio,195096,70,71,74,77,68,76,75,79,78,72,75.0,75.0
Midfielder,Puertas,213577,78,78,75,75,65,78,62,69,78,45,72.0,76.0
Forward,A. Budimir,188335,41,84,82,68,70,78,44,30,79,31,48.0,78.0
Defender,Marcelo,180334,36,41,84,72,37,51,46,77,64,41,60.0,46.0
Midfielder,M. Sissoko,183394,72,52,65,77,62,78,75,75,76,60,73.0,61.0
Defender,M. Darmian,184392,74,55,68,74,59,72,69,68,74,35,69.0,58.0
Defender,A. Kolarov,185103,85,60,79,78,64,76,85,77,76,89,79.0,74.0
Midfielder,G. Kakuta,186197,74,70,67,76,62,84,77,74,82,78,76.0,72.0
Defender,C. Kouyaté,186801,53,63,79,69,50,68,39,65,73,47,62.0,64.0
Midfielder,S. Nzonzi,187936,58,51,76,79,50,70,65,72,75,40,70.0,56.0
Forward,F. Caputo,189053,50,83,74,70,80,76,58,58,78,54,62.0,79.0
Defender,Escudero,192679,77,56,73,79,51,68,69,75,75,69,74.0,63.0
Midfielder,G. Bonaventura,189125,79,69,70,82,78,80,78,79,83,78,80.0,75.0
Midfielder,A. Westwood,189280,82,55,60,80,56,70,83,79,77,80,80.0,62.0
Forward,Pedro,189505,74,73,39,80,70,81,81,71,88,57,77.0,73.0
Midfielder,J. Baumgartlinger,189606,63,39,70,81,50,65,47,75,76,49,70.0,49.0
Defender,C. Smalling,189881,52,54,81,65,49,59,49,64,61,22,58.0,47.0
Goalkeeper,M. Hitz,190243,12,27,18,29,26,13,15,33,17,17,,
Midfielder,J. Pastore,191180,67,70,49,88,78,76,79,76,88,69,80.0,73.0
Defender,S. Coleman,180216,77,61,65,77,64,77,65,69,76,53,73.0,65.0
Midfielder,Juan Mata,178088,79,70,56,83,71,80,85,77,84,84,81.0,71.0
Midfielder,Miguel Veloso,178007,82,61,67,84,70,73,83,85,84,79,83.0,70.0
Forward,Ángel,177633,56,84,71,70,80,77,62,49,82,50,61.0,81.0
Defender,J. Tah,213331,35,20,79,70,24,52,30,63,64,27,55.0,27.0
Goalkeeper,Pepe Reina,24630,11,14,13,37,11,10,11,39,23,11,,
Forward,Negredo,146439,43,80,83,74,79,72,63,64,74,69,64.0,81.0
Defender,A. Young,152908,79,63,66,77,74,78,85,65,77,75,74.0,66.0
Forward,F. Quagliarella,159261,66,82,69,77,85,79,78,73,82,77,74.0,83.0
Goalkeeper,B. Foster,163155,15,18,14,36,14,14,15,32,25,17,,
