Positions,sofifa_id,short_name,Diving,Handling,Kicking,Positioning,Reflexes,Speed,ShortPassing,LongPassing
Midfielder,238072,E. Löwen,5,10,5,12,13,,73,66
Forward,238196,A. Sigurðsson,8,7,10,7,11,,72,69
Midfielder,238504,A. Bassi,7,13,5,9,14,,70,65
Defender,239322,C. Zimmermann,11,9,9,12,14,,56,63
Midfielder,239367,R. Hack,8,9,9,10,9,,69,54
Midfielder,240787,H. Traorè,8,10,14,12,11,,73,68
Forward,239964,E. Shomurodov,8,11,5,7,5,,67,58
Goalkeeper,240091,G. Vicario,70,69,64,73,73,26.0,27,27
Defender,240099,K. Rüegg,6,9,8,11,13,,68,68
Midfielder,240507,A. Gomes,14,15,14,6,14,,71,70
Midfielder,240661,E. Vignato,9,12,15,14,6,,74,73
Defender,240671,Y. Çetin,5,10,12,12,10,,64,53
Midfielder,237386,K. Dewsbury-Hall,12,15,9,10,7,,73,71
Defender,237522,Jorge Cuenca,10,12,5,14,12,,70,63
Midfielder,234889,F. Jensen,5,11,6,6,7,,72,63
Midfielder,236830,Z. Youssouf,13,9,10,12,11,,76,73
Midfielder,234333,M. Maolida,9,10,7,13,8,,70,57
Defender,240988,D. Vavro,13,12,14,12,13,,69,65
Forward,232207,I. Šaponjić,14,11,6,10,8,,60,46
Forward,233139,C. Itten,9,9,9,7,7,,65,57
Defender,233409,R. Gumny,11,6,13,12,6,,68,52
Defender,233812,A. Lucoqui,10,9,7,9,12,,63,60
Midfielder,233943,Ronaldo Vieira,12,10,7,6,8,,72,67
Defender,234727,T. Hübers,14,11,14,9,13,,62,63
Forward,236621,P. Hamel,11,14,13,13,13,,64,51
Forward,234875,L. Höler,8,7,12,10,10,,56,41
Defender,231749,Miguelón,10,11,12,10,11,,67,60
Goalkeeper,235413,R. Majecki,70,69,66,71,72,28.0,29,15
Midfielder,235824,T. Alarcón,7,14,6,15,7,,72,67
Defender,236316,Y. Valery,12,14,7,11,14,,64,57
Midfielder,236368,G. Maggiore,6,8,9,8,6,,74,71
Defender,240947,T. Mitchell,9,12,14,8,14,,61,53
Midfielder,246350,E. Le Fée,8,11,14,13,10,,77,75
Defender,241070,N. Maraš,10,9,12,11,14,,70,51
Defender,254470,L. Thomas,12,7,10,11,12,,66,66
Defender,250954,C. Richards,13,5,13,7,6,,70,63
Forward,252042,João Pedro,7,6,10,8,14,,64,54
Midfielder,252293,I. Jakobs,15,8,10,7,11,,65,49
Defender,252961,T. Nianzou,6,14,9,8,7,,69,66
Midfielder,253036,N. Mbuku,14,8,12,8,8,,71,63
Midfielder,253177,Y. Musah,15,6,14,6,10,,68,60
Forward,254544,Reinier,13,8,13,5,11,,67,57
Defender,248484,N. Collins,9,10,6,13,9,,65,63
Midfielder,254660,J. Thielmann,15,7,13,11,14,,67,65
Forward,255223,A. Adli,10,8,14,8,12,,70,59
Defender,257713,G. Frabotta,8,6,14,12,8,,73,67
Midfielder,261987,Blanco,11,7,13,12,9,,75,73
Forward,263230,M. Osmajić,14,15,14,12,8,,63,57
Defender,231111,A. Hack,6,6,5,7,8,,67,70
Defender,248550,Vivian,9,8,12,10,8,,66,66
Defender,247497,A. Bella Kotchap,12,14,5,8,13,,66,64
Forward,242075,J. Sargent,8,7,9,8,9,,66,55
Forward,244257,J. Burkardt,14,9,9,6,14,,69,60
Defender,242603,H. Marcelin,15,11,12,14,14,,64,58
Midfielder,243016,Alberto Soro,12,11,9,11,13,,72,73
Defender,243497,S. Walukiewicz,10,14,6,15,6,,70,58
Defender,243526,M. Müldür,6,6,12,6,7,,69,60
Midfielder,243558,Óscar Valentín,11,8,13,10,8,,69,65
Defender,243945,Gonzalo Verdú,5,6,9,7,11,,62,60
Defender,244269,F. Benković,15,8,6,10,8,,65,65
Defender,247124,G. Mensah,8,14,8,11,7,,68,61
Defender,244349,J. Vásquez,9,12,7,12,10,,62,60
Defender,244456,M. Erlić,9,9,7,13,8,,67,62
Forward,244706,K. Behrens,12,7,6,11,7,,57,44
Midfielder,245021,M. Loum,11,13,11,8,6,,71,66
Defender,245156,F. Russo,11,8,11,14,5,,64,57
Midfielder,245741,J. Lindstrøm,11,12,14,13,8,,71,66
Defender,231263,J. Gélin,8,11,7,12,14,,73,70
Midfielder,243019,T. Băluță,7,5,10,6,10,,73,68
Forward,230800,R. Manaj,7,10,8,8,14,,68,46
Defender,206159,S. Sabelli,10,9,10,7,11,,63,61
Midfielder,203128,T. Monconduit,12,9,14,13,13,,68,72
Midfielder,203568,P. Wszołek,14,12,10,10,10,,69,65
Defender,203884,K. Djidji,15,7,7,8,9,,66,64
Goalkeeper,204246,M. Bettinelli,71,68,73,73,73,30.0,34,38
Forward,204366,J. Locadia,10,7,8,13,10,,69,63
Goalkeeper,205812,P. Terracciano,72,67,64,69,75,41.0,27,21
Defender,206423,V. Haroyan,10,13,8,7,7,,69,57
Forward,201335,F. Santander,10,7,13,10,12,,67,55
Defender,208019,D. Bain,15,10,6,12,7,,65,68
Midfielder,208700,D. Blum,13,10,11,6,10,,67,61
Midfielder,212138,P. Frankowski,7,14,13,8,11,,68,67
Midfielder,212192,J. Green,14,9,8,10,12,,71,59
Goalkeeper,18122,N. Penneteau,68,74,66,81,63,26.0,33,23
Forward,212626,D. Selke,12,11,7,11,14,,64,44
Forward,202716,Abdón Prats,10,11,16,15,11,,65,58
Defender,200968,F. Ogier,14,8,8,8,6,,54,50
Forward,213993,F. Forte,9,12,9,13,12,,70,62
Defender,188802,M. Schmelzer,14,10,15,9,8,,71,63
Midfielder,230786,Pepelu,12,13,6,9,6,,73,72
Goalkeeper,158777,P. Tschauner,71,69,66,71,71,41.0,24,25
Defender,163261,P. Bardsley,11,8,9,9,8,,70,67
Goalkeeper,172198,J. Moulin,72,70,65,72,73,51.0,32,35
Defender,183921,J. Faussurier,6,14,10,13,7,,75,73
Forward,184789,Á. Szalai,14,12,6,16,9,,67,48
Defender,189390,B. Oczipka,12,14,7,6,10,,70,68
Goalkeeper,200332,T. Koubek,76,62,67,69,75,41.0,14,20
Midfielder,193910,A. Forshaw,10,7,12,13,16,,77,76
Defender,194146,K. Long,8,14,7,8,7,,60,55
Midfielder,198136,A. Ragusa,15,10,10,13,8,,68,60
Forward,198420,M. Waris,3,3,3,3,3,,71,59
Defender,198857,S. Romagnoli,13,8,6,13,15,,54,51
Defender,199191,D. Appiah,9,8,11,13,9,,61,56
Midfielder,212947,J. Cabot,14,12,8,14,14,,65,55
Defender,190697,S. Strandberg,7,12,9,14,13,,64,65
Forward,215247,M. Ingvartsen,12,13,10,14,7,,63,53
Defender,225995,P. Stojanović,7,8,11,11,7,,68,73
Defender,223524,E. Goldaniga,9,12,7,15,15,,57,56
Goalkeeper,224041,M. Schwäbe,72,68,76,68,73,47.0,53,49
Defender,224378,M. Bani,9,14,8,6,11,,62,57
Goalkeeper,224440,J. Pollersbeck,73,66,72,70,73,27.0,52,44
Goalkeeper,224442,B. Kamara,72,69,64,70,73,39.0,15,15
Midfielder,225855,A. Bobichon,15,10,11,12,13,,75,69
Midfielder,226401,K. Dowell,8,13,7,14,8,,73,68
Midfielder,221982,P. Roberts,12,7,8,7,12,,73,63
Midfielder,226773,P. Diop,12,11,10,10,13,,76,73
Midfielder,229011,K. N'Doram,11,12,14,9,12,,70,68
Midfielder,229148,Dalbert,7,11,7,9,9,,69,68
Defender,229705,J. Duverne,13,9,8,6,12,,73,62
Defender,230019,V. Nsimba,9,8,5,11,8,,66,59
Forward,215334,G. Carrillo,10,11,6,9,12,,64,57
Defender,222969,J. Hergault,13,10,9,11,13,,69,63
Midfielder,227562,L. Haraslín,13,12,13,10,15,,67,66
Midfielder,220925,A. Schöpf,13,6,13,11,10,,73,69
Midfielder,220029,S. Khaoui,12,14,11,14,9,,71,70
Midfielder,215556,E. Fernandes,12,7,13,15,13,,77,74
Defender,220837,D. Machado,13,12,8,12,11,,68,60
Defender,216282,R. Framberger,13,15,11,8,9,,64,51
Midfielder,216483,T. Fosu,11,13,9,12,7,,66,63
Midfielder,219652,Rober Ibáñez,11,10,9,12,11,,71,68
Defender,219709,Saúl,7,14,15,15,9,,70,72
Defender,219777,Chema Rodríguez,15,11,6,14,12,,67,67
Defender,217821,Henrique,10,7,14,13,15,,70,66
Midfielder,220466,F. Mattiello,7,5,8,9,5,,72,68
Forward,220829,E. Torregrossa,10,9,5,13,8,,62,49
Defender,220509,L. Venuti,8,6,8,8,12,,66,60
Midfielder,220529,L. Palmiero,15,6,12,7,7,,78,73
Defender,220061,N. Gyömbér,9,8,9,14,11,,57,53
Defender,220534,S. Luperto,12,6,12,11,6,,67,58
Midfielder,245714,Álex Blanco,6,8,12,14,14,,71,65
Midfielder,241933,Monchu,11,5,7,12,11,,73,71
Midfielder,241071,Moreto Cassamá,10,13,13,8,6,,75,73
Forward,241410,E. Salcedo,9,8,13,9,8,,71,54
Midfielder,241588,Toni Moya,9,13,9,6,11,,72,70
Defender,241629,Rogério,11,7,8,8,10,,64,60
Goalkeeper,242818,F. Dahmen,73,65,69,67,74,45.0,40,37
Defender,242660,J. Beyer,7,7,13,11,11,,68,53
Defender,242958,P. Jaeckel,11,12,6,12,15,,61,56
Midfielder,243249,J. Ekkelenkamp,13,6,12,14,6,,73,70
Midfielder,239894,R. Kouamé,8,6,6,11,11,,73,71
Defender,245336,M. Kilman,11,11,5,9,12,,69,64
Goalkeeper,240311,L. Zidane,72,68,65,70,71,33.0,22,15
Midfielder,239138,Jeong Woo Yeong,12,6,9,7,7,,66,51
Midfielder,239778,J. Moder,15,14,14,13,6,,72,69
Forward,239747,S. Córdova,6,6,5,5,14,,62,50
Midfielder,239732,S. Żurkowski,10,6,11,13,6,,69,68
Defender,239575,G. Nyamsi,13,5,13,14,13,,65,46
Forward,239432,A. Grbic,9,11,11,11,10,,58,42
Defender,239340,J. Chabot,9,13,7,8,7,,58,48
Defender,239096,A. Karazor,12,10,6,11,5,,69,65
Midfielder,239073,C. Antwi-Adjei,10,8,7,13,5,,67,50
Midfielder,238637,S. Vasiliadis,12,7,14,14,12,,71,68
Midfielder,237647,A. Hrustić,9,7,8,7,6,,69,65
Defender,246666,N. Katterbach,12,13,12,10,8,,70,54
Midfielder,237502,D. Johnsen,8,7,12,13,6,,67,64
Midfielder,246431,R. Sottil,12,13,6,5,14,,67,61
Forward,256268,A. Broja,9,7,15,8,9,,65,47
Midfielder,246928,Iván Martín,13,6,11,6,6,,70,66
Midfielder,255268,Javi Martínez,13,10,11,5,10,,73,65
Defender,237156,M. Wagué,11,10,12,15,15,,64,61
Midfielder,262081,Cantero,12,14,14,15,9,,66,63
Forward,260407,E. Wahi,13,7,5,12,14,,66,53
Midfielder,259868,P. Sarr,14,8,14,8,8,,78,72
Midfielder,259681,Rodri,11,12,11,13,13,,72,66
Midfielder,258608,O. Bukari,13,6,14,7,7,,66,46
Midfielder,258433,E. Matazo,14,8,13,14,14,,74,71
Midfielder,257271,L. Gourna,8,6,6,13,13,,72,67
Forward,256675,O. Marmoush,11,13,15,8,11,,70,52
Defender,256343,Robson Bambu,10,12,10,9,14,,63,60
Defender,256197,P. Hincapié,9,15,10,6,9,,72,70
Midfielder,255001,N. Rovella,9,12,11,9,10,,75,70
Midfielder,246947,P. Akouokou,10,15,13,8,9,,72,74
Forward,253718,I. Ramírez,7,12,13,9,6,,65,46
Midfielder,253283,F. Pellistri,9,12,7,8,7,,68,58
Midfielder,252541,J. Chotard,11,6,7,14,10,,74,70
Defender,252146,Franquesa,14,14,10,8,8,,71,54
Forward,252037,Fábio Silva,6,12,7,13,8,,48,38
Midfielder,251873,Y. Demir,12,11,6,6,15,,66,58
Defender,251530,Nuno Tavares,8,13,6,12,13,,64,50
Midfielder,251429,F. Kunze,8,10,10,8,13,,66,60
Midfielder,251401,T. Coulibaly,8,12,5,6,14,,67,47
Midfielder,250858,P. Ciss,13,5,11,14,13,,66,62
Defender,248053,S. Arzamendia,14,7,6,9,11,,68,69
Forward,237286,A. Connolly,12,8,12,13,12,,65,42
Defender,229584,P. Stenzel,13,11,10,11,8,,74,69
Goalkeeper,236758,O. Christensen,74,68,63,68,71,37.0,45,49
Goalkeeper,219836,Rubén Yáñez,69,68,64,68,72,44.0,27,22
Defender,216730,S. Gregersen,8,10,10,7,12,,53,46
Goalkeeper,215213,A. Werner,74,72,75,68,70,43.0,25,19
Midfielder,214944,Gumbau,10,14,14,12,9,,77,75
Midfielder,211504,L. Baker,8,15,12,8,6,,72,71
Forward,211239,C. Jean,12,7,14,10,15,,70,64
Midfielder,211231,R. Azeez,8,7,14,10,11,,68,67
Defender,210880,R. Fiamozzi,14,15,12,7,15,,68,68
Defender,209840,J. Jeanvier,16,8,15,9,9,,62,52
Defender,209818,J. Brenet,16,11,13,10,9,,68,61
Goalkeeper,209532,D. Bachmann,69,67,68,65,71,45.0,37,39
Defender,208862,J. Giraudon,8,8,9,7,10,,71,69
Goalkeeper,206145,B. Uphoff,69,69,68,69,71,38.0,36,22
Forward,206141,K. Coulibaly,10,11,9,13,12,,68,50
Midfielder,206042,J. Dezi,10,13,7,14,7,,71,70
Midfielder,205086,P. Klement,16,14,14,10,10,,73,75
Forward,203344,Thiago Galhardo,5,8,6,7,11,,62,33
Midfielder,198836,V. Pajot,9,11,16,16,11,,75,71
Forward,198554,A. Ujah,10,11,15,15,7,,60,53
Midfielder,236529,S. Alzate,9,6,6,7,6,,73,67
Defender,197777,J. Sala,10,12,8,5,5,,70,66
Forward,193077,D. Falcinelli,6,12,7,5,14,,64,54
Goalkeeper,179547,V. Mannone,68,67,66,70,71,55.0,48,33
Defender,178418,F. Peluso,9,5,4,6,4,,62,62
Goalkeeper,163600,J. Ruddy,70,66,72,70,71,40.0,25,23
Goalkeeper,106795,G. Pegolo,68,68,60,70,70,43.0,35,21
Goalkeeper,219584,L. Lezzerini,71,66,63,69,73,45.0,31,22
Goalkeeper,198039,M. Gillespie,72,66,66,71,73,34.0,34,35
Defender,219852,A. Ferrari,9,11,12,12,6,,58,56
Defender,229487,L. Klünter,10,5,12,14,6,,67,63
Midfielder,235623,Álvaro Jiménez,7,12,10,7,5,,66,62
Goalkeeper,220383,Aarón,67,70,66,67,72,37.0,27,31
Defender,234933,A. Sedlar,14,9,12,12,5,,64,56
Midfielder,234760,A. Reca,8,12,13,10,10,,66,60
Defender,233705,J. Sørensen,14,9,14,11,6,,66,62
Defender,233097,R. van Drongelen,14,14,8,7,11,,63,63
Midfielder,231949,S. Ghoddos,10,11,6,13,9,,72,64
Midfielder,231848,Q. Boisgard,13,5,8,9,7,,76,73
Defender,231098,C. Traoré,13,9,11,12,7,,58,57
Midfielder,230686,J. Makengo,8,9,9,8,9,,76,70
Midfielder,230144,A. Dioussé,9,11,12,11,8,,75,72
Forward,233732,D. Okereke,11,14,9,8,8,,68,33
Defender,229236,M. Udol,13,12,12,8,13,,68,61
Defender,225673,K. Adams Nuhu,10,10,16,7,12,,66,66
Midfielder,223790,S. Becker,6,14,15,16,13,,63,58
Forward,222634,I. Success,8,15,14,8,10,,67,55
Defender,222160,Y. Koné,14,14,10,14,9,,67,53
Midfielder,225117,N. Haas,10,15,7,6,9,,75,72
Goalkeeper,224836,V. Milinković-Savić,69,69,78,69,70,42.0,31,30
Defender,225908,R. Oxford,10,11,7,9,14,,66,57
Forward,226050,C. Teuchert,8,13,16,11,8,,65,55
Defender,227106,Diego González,7,7,8,8,12,,63,65
Midfielder,228080,F. Passlack,10,11,10,16,9,,72,63
Defender,228326,Brian Oliván,13,15,13,8,12,,62,59
Forward,251243,M. Klimowicz,11,10,13,6,15,,69,63
Midfielder,250723,K. Koné,11,10,11,9,10,,72,65
Defender,248878,L. Kilian,10,8,11,9,11,,70,58
Defender,248808,A. Hickey,13,14,8,13,5,,65,68
Defender,247623,J. Ngakia,13,14,9,13,14,,63,48
Midfielder,247076,C. Oliva,9,13,5,15,12,,76,69
Midfielder,246918,Jaume Grau,8,12,10,8,13,,74,72
Defender,246387,M. Suárez,13,13,13,7,11,,66,58
Goalkeeper,246139,Iñaki Peña,68,66,69,67,71,35.0,26,24
Defender,245347,M. Bauer,12,15,12,14,5,,62,56
Forward,246044,Andrés Martín,13,10,8,12,8,,72,66
Defender,245900,L. Binks,5,6,10,10,6,,63,59
Midfielder,245894,Rober,13,7,8,12,13,,66,60
Midfielder,245715,J. Shackleton,14,14,11,9,11,,74,70
Forward,243032,Hugo Duro,8,14,6,14,15,,56,34
Defender,244840,L. Czyborra,6,12,9,8,7,,62,56
Goalkeeper,243675,K. Scherpen,69,66,66,69,70,41.0,26,25
Defender,243449,L. Perrin,9,13,13,13,8,,67,54
Midfielder,243253,K. Agudelo,15,10,13,14,10,,71,67
Midfielder,252014,H. Bockhorn,7,9,11,15,9,,67,64
Defender,251380,L. Brassier,8,6,7,9,6,,64,54
Midfielder,258271,Miguel Baeza,7,8,6,14,13,,77,76
Midfielder,252060,T. Pobega,6,10,15,13,6,,72,69
Defender,252317,D. Nemeth,13,7,7,11,7,,56,57
Defender,241585,Igor,7,11,9,15,14,,65,52
Defender,262908,Matheus Thuler,6,6,14,14,9,,59,39
Defender,262869,Guilherme Ramos,11,13,11,6,9,,62,51
Midfielder,261306,I. Sissokho,8,10,10,12,8,,67,66
Forward,260644,Kaio Jorge,14,5,9,8,8,,66,51
Defender,260178,Juan Iglesias,10,12,11,12,8,,63,38
Forward,259751,M. Hoppe,14,12,9,7,14,,61,52
Defender,259119,S. Sow,10,5,10,6,9,,64,59
Midfielder,258949,Jofre Carreras,10,14,12,10,13,,64,55
Defender,258432,C. Matsima,12,8,8,6,11,,64,51
Defender,257278,A. Theate,7,6,12,11,10,,62,53
Midfielder,257191,A. Stach,7,14,8,7,11,,74,69
Defender,256780,M. Dárdai,15,11,11,8,14,,66,73
Defender,255654,P. Kalulu,12,5,13,9,11,,68,54
Forward,255529,E. Touré,8,15,12,8,12,,63,42
Defender,254840,S. Pavlović,12,14,8,10,13,,60,58
Midfielder,254659,M. Zerkane,7,5,8,14,15,,72,67
Defender,253213,G. Kyriakopoulos,12,10,5,10,14,,68,55
Defender,252873,A. Andrade,8,5,7,10,8,,63,65
Defender,242752,N. Ferguson,8,9,10,13,11,,66,56
Goalkeeper,211398,M. Caillard,73,64,59,70,72,44.0,32,27
Midfielder,241489,Nolaskoain,11,11,7,8,14,,73,70
Forward,213699,A. Fletcher,14,8,12,8,8,,59,38
Midfielder,211325,A. Schiavone,9,8,8,14,6,,72,68
Defender,211270,E. Saveljich,12,12,10,14,15,,61,57
Defender,210723,N. Gießelmann,10,13,10,14,7,,66,62
Midfielder,206167,S. Prcić,15,10,7,15,12,,74,73
Defender,205243,M. Wagué,13,9,5,6,6,,49,51
Defender,203780,F. Veseli,11,13,10,15,15,,66,62
Midfielder,201938,A. Limbombe,13,13,6,12,8,,68,59
Forward,201243,A. La Mantia,15,8,7,9,7,,49,22
Forward,201013,Ł. Teodorczyk,15,11,7,7,14,,61,45
Goalkeeper,199574,A. Letellier,68,67,62,67,72,38.0,28,23
Midfielder,198731,E. Rashani,15,6,12,12,10,,60,50
Forward,192660,S. Polter,6,14,13,8,12,,57,50
Goalkeeper,184781,D. Petrić,69,63,61,71,72,44.0,18,13
Goalkeeper,184084,M. Dreyer,69,70,67,65,71,49.0,31,13
Midfielder,183220,J. Morávek,8,13,6,12,8,,77,73
Goalkeeper,167931,R. Elliot,70,65,74,69,70,39.0,28,31
Goalkeeper,149309,A. Rosati,68,69,46,70,68,32.0,24,31
Defender,149064,C. Molinaro,9,7,10,14,8,,65,60
Midfielder,239807,D. Frattesi,5,10,8,11,10,,74,68
Forward,212613,W. Saïd,11,9,12,12,14,,71,65
Goalkeeper,139668,F. Marchetti,66,67,62,70,67,53.0,36,35
Forward,215927,R. Emond,16,12,6,10,14,,62,41
Midfielder,231428,F. Bandinelli,10,9,7,15,7,,71,69
Midfielder,239439,P. Płacheta,13,8,13,7,14,,63,47
Midfielder,237640,N. Bajrami,14,6,10,7,9,,73,68
Midfielder,236838,Y. Maleh,6,15,6,5,6,,75,70
Defender,236304,Josema,11,7,14,7,7,,62,45
Defender,234679,P. Sandler,12,13,15,13,11,,73,71
Midfielder,232786,K. Endo,15,9,9,11,13,,68,64
Defender,231823,J. Hoogma,11,13,14,7,9,,69,67
Forward,231743,K. Davis,7,14,9,9,5,,63,40
Midfielder,233472,N. Sarenren Bazee,15,6,13,11,11,,69,54
Midfielder,231137,D. Črnigoj,10,10,11,14,9,,70,66
Defender,224213,T. Ebuehi,8,16,16,11,14,,63,51
Midfielder,230912,P. Ghiglione,7,13,7,7,14,,67,60
Forward,223137,F. Bonazzoli,8,13,10,8,7,,63,43
Midfielder,223581,J. Iglesias,7,12,12,9,9,,74,68
Defender,222692,B. Schmitz,10,14,12,13,13,,68,53
Defender,226108,F. Romagna,12,12,6,7,13,,66,65
Forward,227732,A. Donis,8,14,12,15,11,,64,50
Goalkeeper,228456,Juan Pérez,69,67,60,69,73,33.0,26,25
Defender,219461,E. Palmer-Brown,11,8,15,13,9,,60,51
Defender,244187,A. Mendy,8,10,14,11,14,,64,58
Defender,247229,R. Bellanova,8,8,9,8,6,,59,48
Midfielder,246923,J. Ramsey,14,9,8,6,12,,72,66
Defender,246679,G. Biancone,8,14,11,8,9,,62,53
Goalkeeper,245822,D. Alemdar,66,67,65,69,69,38.0,16,24
Midfielder,245283,F. El Melali,5,8,8,13,10,,66,57
Midfielder,244970,Y. Magnin,14,8,6,13,5,,74,66
Midfielder,244480,H. Magnetti,10,14,15,10,12,,71,69
Goalkeeper,244363,Daniel Fuzato,65,67,62,70,68,27.0,26,28
Midfielder,240343,L. Fiordilino,13,11,15,10,11,,72,71
Goalkeeper,243311,Josep Martínez,70,68,64,67,69,26.0,25,22
Defender,243057,N. Williams,10,11,7,14,15,,67,61
Defender,242054,Igor Silva,11,12,14,6,8,,61,62
Defender,241842,B. Johnson,10,10,15,12,9,,60,49
Forward,241523,M. Forss,14,11,7,10,9,,54,35
Midfielder,240658,S. Kiyine,8,8,12,15,8,,70,67
Forward,240589,Miguel,12,11,9,13,7,,64,47
Goalkeeper,240371,A. Jakubech,71,63,64,67,69,39.0,25,20
Midfielder,240351,S. Moutoussamy,6,9,14,8,5,,72,70
Midfielder,252448,J. Leweling,6,11,10,14,9,,65,43
Midfielder,251954,C. Summerville,9,9,15,11,10,,62,47
Defender,256781,L. Netz,7,11,12,9,13,,60,51
Midfielder,252594,I. Lihadji,10,7,7,10,13,,65,53
Defender,257270,T. Pembélé,11,14,9,10,8,,67,59
Defender,264453,M. van de Ven,7,13,13,11,7,,62,65
Midfielder,263929,M. Cancellieri,11,15,11,6,9,,63,57
Forward,261771,M. Sahi,7,8,13,9,14,,63,49
Forward,261084,A. Dieng,10,14,11,8,15,,60,39
Midfielder,260823,N. Fagioli,7,10,8,10,13,,73,73
Defender,258728,José Fontán,11,8,13,13,13,,63,56
Defender,258407,B. Soppy,7,12,12,10,11,,66,59
Defender,257711,R. Calafiori,9,11,5,6,11,,47,44
Midfielder,257057,A. Onana,7,12,12,9,10,,69,69
Defender,253052,I. Kabore,10,8,9,14,13,,63,63
Defender,257000,A. Carboni,8,13,12,12,9,,63,50
Forward,256689,L. Gueye,6,10,11,13,8,,65,58
Forward,256658,J. Ngankam,12,8,6,13,11,,65,50
Forward,255839,J. Antiste,13,11,15,7,13,,63,45
Forward,255461,Barbero,8,10,12,14,8,,68,28
Midfielder,255069,Nico González,14,14,10,12,7,,67,70
Forward,254267,B. Białek,14,13,6,13,13,,63,33
Midfielder,254088,A. Diallo,13,15,8,11,6,,59,51
Defender,240277,M. Gabbia,11,5,12,14,14,,52,42
Defender,240020,Ricardo Mangas,7,12,12,5,14,,61,50
Defender,239841,V. Lampropoulos,5,14,5,7,7,,58,64
Midfielder,231354,M. Pantović,8,15,13,13,14,,61,49
Defender,229891,J. Ryerson,7,13,8,7,7,,65,61
Defender,229640,M. Pedersen,8,8,7,9,11,,65,62
Midfielder,229337,Matheus Pereira,9,13,7,9,10,,67,63
Midfielder,226686,M. Christiansen,15,7,11,14,9,,66,64
Goalkeeper,225868,David Gil,68,70,67,65,67,47.0,30,20
Defender,225189,S. Bastoni,13,12,13,8,11,,70,67
Midfielder,224062,P. Dziczek,10,8,12,11,15,,69,67
Defender,223751,G. Jung,7,15,12,11,11,,67,64
Defender,219957,J. Laursen,9,12,16,12,14,,67,58
Midfielder,219952,L. Henderson,13,14,12,10,16,,74,73
Goalkeeper,219937,N. Körber,70,64,59,67,74,35.0,24,24
Defender,211394,P. Faragò,7,7,13,6,9,,72,70
Defender,210381,C. Lykogiannis,9,7,10,14,12,,71,68
Defender,209637,M. Modolo,8,5,7,6,15,,62,58
Defender,206546,Pablo Iñiguez,12,8,9,12,8,,69,69
Forward,201924,Y. Qasmi,16,14,13,16,7,,56,42
Midfielder,198220,M. Bourabia,9,8,9,11,8,,77,75
Forward,195912,Suk Hyun Jun,7,10,12,7,8,,59,47
Defender,239679,P. Mazzocchi,12,14,13,8,11,,66,62
Goalkeeper,231073,B. Radunović,69,68,64,69,71,42.0,31,25
Goalkeeper,223603,F. Bredlow,70,66,62,63,71,39.0,17,20
Midfielder,233373,S. Diarra,12,13,14,13,13,,68,61
Forward,235842,A. Pinamonti,14,10,15,7,11,,53,36
Goalkeeper,234371,R. Descamps,73,65,61,67,69,43.0,21,16
Forward,239121,H. Al Ghaddioui,7,5,10,11,14,,65,41
Forward,238873,P. Pellegri,7,14,6,8,14,,61,50
Defender,238662,T. Puchacz,13,11,11,10,8,,64,55
Midfielder,238569,K. Schindler,7,6,6,9,13,,61,58
Midfielder,237823,H. Abe,12,12,9,8,7,,60,42
Defender,237040,D. Nikolaou,8,15,9,5,15,,58,60
Defender,237024,L. Itter,10,14,13,7,12,,69,63
Defender,236308,R. Marchizza,15,11,10,12,7,,58,57
Midfielder,239496,Y. Fekir,7,15,9,7,8,,65,52
Defender,235735,E. Ampadu,13,12,9,8,12,,72,65
Midfielder,235647,H. Sarpei,14,9,15,6,8,,69,61
Forward,235513,S. Ganvoula,15,10,15,6,10,,63,23
Forward,235360,R. Ache,6,12,8,12,10,,55,32
Midfielder,235215,G. Crociata,15,10,6,7,9,,68,62
Defender,234856,H. Mendes,11,10,5,9,10,,66,61
Defender,234472,M. Sørensen,6,13,12,14,11,,62,63
Midfielder,234385,N. Hauptmann,9,12,7,7,8,,72,65
Forward,254320,Jorge Padilla,14,9,12,7,12,,63,45
Midfielder,253130,Robert Navarro,11,9,12,15,14,,63,52
Forward,253416,Raúl García,12,15,13,6,6,,62,49
Midfielder,253473,S. Ricci,14,12,6,11,13,,73,69
Forward,254849,Y. Badji,5,12,7,12,12,,61,36
Midfielder,254566,P. Wimmer,12,13,9,14,13,,61,58
Midfielder,254579,L. Da Cunha,8,9,14,15,14,,66,58
Forward,254692,E. Colley,6,7,6,12,5,,62,45
Midfielder,252259,E. Millot,13,15,12,8,8,,68,65
Forward,252865,Iker Losada,8,10,7,12,10,,65,58
Defender,251751,S. Agouzoul,10,13,13,9,7,,62,54
Midfielder,252027,A. Vranckx,9,14,13,12,7,,71,67
Midfielder,244694,C. Sabaly,15,14,14,11,15,,65,58
Forward,251916,P. Yade,13,9,14,13,11,,59,48
Midfielder,255934,J. Onana,9,14,15,12,9,,69,64
Defender,251547,D. Schnegg,6,5,15,12,10,,62,57
Midfielder,250959,A. Stiller,7,14,5,9,9,,76,74
Midfielder,248661,C. Niasse,5,15,13,7,10,,68,67
Forward,248385,R. Piccoli,14,13,13,10,11,,59,40
Defender,246282,Salva Ferrer,7,10,11,13,11,,59,52
Goalkeeper,255151,S. Ngapandouetnbu,72,68,65,66,72,23.0,20,26
Forward,264325,M. Satriano,11,8,13,13,7,,62,43
Midfielder,256516,Nico Williams,9,13,12,12,14,,62,45
