Positions,sofifa_id,short_name,Physic,Defending,Reactions,Aggression,Interceptions,Positioning,Composure,MarkingAwareness,StandingTackle,SlidingTackle,Jumping,Strength
Midfielder,209297,Fred,71.0,75.0,86,87,83,70,79,74,80,70,80,52
Defender,199304,Danilo,79.0,82.0,80,78,84,69,78,82,84,82,75,80
Forward,184200,M. Arnautović,82.0,44.0,78,77,38,79,79,40,42,39,78,87
Goalkeeper,199987,J. Cillessen,,,80,25,25,11,61,18,12,11,71,67
Forward,205175,A. Milik,71.0,39.0,76,67,36,84,78,35,34,32,65,78
Forward,200454,Paco Alcácer,61.0,35.0,85,57,26,86,84,43,24,22,67,63
Forward,208596,A. Belotti,83.0,38.0,81,83,31,86,81,44,23,32,83,85
Midfielder,208448,E. Forsberg,62.0,35.0,83,61,44,77,79,38,27,20,53,59
Midfielder,208330,A. Januzaj,58.0,30.0,79,41,36,78,78,30,23,22,61,58
Midfielder,207439,L. Paredes,79.0,76.0,78,89,75,76,84,79,78,80,66,77
Midfielder,206511,M. Arnold,74.0,76.0,83,77,79,76,79,78,79,74,61,73
Goalkeeper,205659,A. Cragno,,,75,33,19,15,59,20,11,12,74,55
Midfielder,205569,J. Ward-Prowse,73.0,67.0,75,73,67,65,77,64,74,65,65,64
Midfielder,208618,Lucas Vázquez,69.0,69.0,81,72,72,80,75,71,69,66,69,57
Defender,204638,W. Orban,80.0,84.0,75,80,81,42,72,84,86,80,91,85
Defender,202695,J. Tarkowski,81.0,82.0,79,85,82,43,78,82,82,80,85,84
Defender,204525,Iñigo Martínez,79.0,81.0,80,84,83,48,69,82,80,84,91,79
Midfielder,200888,Danilo Pereira,86.0,80.0,75,80,80,71,78,81,81,68,77,89
Midfielder,200949,Lucas Moura,68.0,43.0,79,78,50,78,81,31,43,44,95,57
Defender,200724,Nacho Fernández,80.0,81.0,78,79,82,37,75,80,83,81,83,79
Defender,203551,A. Florenzi,62.0,76.0,77,66,77,69,81,76,76,75,73,50
Defender,204311,K. Zouma,85.0,81.0,78,84,80,49,69,81,82,78,91,93
Midfielder,224309,Joan Jordán,76.0,67.0,77,80,69,69,77,67,76,54,55,74
Defender,227813,O. Zinchenko,69.0,77.0,78,74,77,75,80,78,79,76,72,63
Goalkeeper,227290,M. Dmitrović,,,76,20,17,9,59,19,22,20,50,79
Midfielder,226754,I. Bennacer,73.0,73.0,81,81,75,64,79,74,76,69,78,66
Defender,226491,K. Tierney,79.0,75.0,76,84,77,73,74,78,76,76,80,74
Defender,227928,Nélson Semedo,75.0,75.0,79,81,76,72,79,75,79,77,81,67
Midfielder,225953,S. Bergwijn,69.0,39.0,78,50,34,78,76,52,28,26,68,75
Midfielder,225201,Álex Berenguer,65.0,63.0,79,72,65,79,73,65,64,66,73,56
Midfielder,225085,J. Bamba,69.0,39.0,78,62,36,79,78,33,39,38,73,64
Defender,222331,L. Klostermann,77.0,82.0,81,72,81,70,68,84,81,86,82,76
Forward,224179,Borja Iglesias,80.0,35.0,76,69,30,83,80,32,31,18,70,90
Midfielder,223959,L. Torreira,75.0,79.0,77,86,83,68,78,80,82,76,52,68
Defender,223724,S. Lainer,80.0,74.0,77,88,74,66,75,75,77,74,69,72
Defender,221660,V. Lindelöf,78.0,81.0,83,83,82,51,83,82,81,78,77,76
Goalkeeper,221087,Pau López,,,74,39,16,20,62,19,20,11,71,52
Midfielder,220971,N. Keïta,66.0,65.0,80,78,76,74,81,68,64,62,52,59
Defender,220182,J. Denayer,81.0,81.0,80,76,82,36,79,79,82,81,82,83
Midfielder,229261,D. Zakaria,84.0,80.0,82,85,80,65,83,81,82,79,66,87
Defender,229237,M. Akanji,77.0,81.0,81,74,81,37,76,82,82,76,83,80
Defender,217870,G. Di Lorenzo,79.0,76.0,76,74,77,70,72,76,78,75,83,75
Defender,229582,G. Mancini,84.0,80.0,80,85,82,32,72,78,81,77,87,83
Midfielder,229857,S. Sensi,59.0,67.0,73,71,74,62,78,63,73,73,68,50
Midfielder,246669,B. Saka,64.0,65.0,76,66,68,78,73,65,69,67,54,58
Defender,244470,V. Coufal,81.0,78.0,78,86,76,69,72,78,81,78,84,76
Midfielder,241095,N. Vlašić,71.0,48.0,78,68,26,77,77,54,55,37,55,69
Defender,240900,Unai Núñez,76.0,81.0,76,78,81,23,62,78,83,84,79,79
Midfielder,240709,R. Baku,78.0,70.0,78,74,74,76,76,74,70,75,73,73
Forward,239207,M. Gómez,82.0,32.0,80,74,21,87,82,35,20,23,83,87
Midfielder,238794,Vinícius Jr.,66.0,29.0,75,58,26,76,75,32,25,18,75,62
Defender,237383,A. Bastoni,80.0,82.0,78,80,83,39,77,80,84,80,71,81
Midfielder,237238,S. McTominay,84.0,78.0,79,88,76,71,78,76,81,74,73,84
Midfielder,236987,B. Kamara,78.0,79.0,73,83,83,43,81,76,81,80,74,76
Goalkeeper,233306,D. Henderson,,,79,20,11,8,56,15,14,14,63,60
Midfielder,233195,X. Schlager,81.0,73.0,81,85,83,75,74,75,74,69,63,80
Forward,232293,V. Osimhen,81.0,39.0,78,76,34,81,72,36,38,19,88,82
Defender,232119,Ç. Söyüncü,80.0,80.0,77,89,79,42,76,78,84,80,76,82
Forward,231447,D. Malen,74.0,30.0,81,62,31,80,76,27,24,16,77,75
Midfielder,230767,Renato Sanches,84.0,72.0,80,84,75,74,83,73,74,65,84,83
Midfielder,229927,Gerson,77.0,78.0,84,81,81,74,78,79,82,78,68,76
Midfielder,219683,C. Tolisso,78.0,76.0,82,83,76,79,75,75,77,72,83,76
Midfielder,219953,Embarba,72.0,55.0,77,76,53,77,76,55,54,55,63,66
Defender,216189,Capa,88.0,74.0,74,86,76,76,78,74,78,76,81,86
Midfielder,185020,José Callejón,59.0,48.0,70,54,54,78,79,60,32,32,68,53
Defender,198141,Bartra,74.0,80.0,82,77,83,61,76,79,80,81,88,74
Goalkeeper,198009,M. Perin,,,77,25,19,12,65,20,12,19,75,52
Midfielder,193061,R. Pereyra,73.0,68.0,80,70,70,78,78,62,74,73,68,68
Goalkeeper,189690,Guaita,,,74,24,27,13,62,23,15,17,68,62
Midfielder,189271,F. Coquelin,79.0,78.0,81,88,80,77,78,77,81,80,78,78
Goalkeeper,189117,R. Bürki,,,78,35,18,10,58,11,13,16,74,76
Defender,187598,Rafael Tolói,80.0,82.0,83,82,80,40,86,81,85,80,76,79
Midfielder,186561,A. Ramsey,66.0,66.0,76,68,66,78,80,68,67,67,63,66
Forward,184941,A. Sánchez,68.0,43.0,79,64,46,81,75,38,44,35,85,68
Forward,199254,João Pedro,74.0,41.0,85,69,42,81,81,30,44,28,82,74
Defender,183855,A. Ogbonna,76.0,82.0,77,78,82,44,75,82,83,80,81,81
Defender,177604,Nacho Monreal,68.0,80.0,82,77,81,72,76,77,83,81,74,64
Midfielder,177388,D. Payet,67.0,38.0,75,57,37,79,74,32,37,39,40,72
Defender,176676,Marcelo,71.0,75.0,77,77,79,80,79,71,77,78,74,70
Defender,172522,D. Wass,76.0,76.0,80,74,79,76,77,76,76,75,68,73
Forward,171579,Raúl García,83.0,65.0,83,84,69,85,85,44,74,63,92,86
Defender,169588,J. Evans,77.0,83.0,82,82,81,30,81,85,83,81,80,80
Goalkeeper,215316,G. Rulli,,,76,26,21,12,61,15,13,17,65,73
Midfielder,199042,C. Aránguiz,72.0,76.0,81,84,83,68,73,80,74,74,61,64
Defender,182493,D. Godín,78.0,80.0,74,81,79,48,78,80,81,79,89,82
Defender,201143,A. Mandi,74.0,81.0,79,76,83,67,78,80,80,81,80,78
Forward,207732,Roger,74.0,41.0,83,69,35,85,80,42,36,38,73,74
Midfielder,201400,Rafinha,68.0,69.0,77,70,70,77,82,70,74,66,75,67
Midfielder,162347,João Moutinho,66.0,70.0,75,74,70,68,89,71,70,68,69,57
Goalkeeper,215223,W. Benítez,,,75,28,21,17,62,17,20,17,62,80
Defender,213661,A. Christensen,72.0,83.0,79,73,82,32,76,83,84,82,75,73
Midfielder,211117,D. Alli,75.0,65.0,80,70,60,82,85,64,65,60,71,75
Defender,210455,Jonny,69.0,79.0,78,82,79,67,74,79,81,80,76,59
Goalkeeper,209960,Pacheco,,,77,29,26,14,62,18,16,13,73,75
Forward,209519,G. Laborde,82.0,40.0,78,72,36,82,80,38,34,23,88,83
Goalkeeper,212151,T. Strakosha,,,78,20,24,18,61,20,18,12,56,66
Defender,207599,M. Keane,80.0,82.0,77,77,80,29,72,82,83,79,85,86
Midfielder,205686,T. Savanier,69.0,69.0,77,83,78,74,83,67,71,69,36,63
Defender,205600,S. Umtiti,78.0,80.0,78,80,81,51,74,80,80,79,81,84
Defender,203890,Š. Vrsaljko,77.0,78.0,74,75,79,65,67,78,80,77,84,73
Midfielder,202325,D. Demme,76.0,76.0,78,82,78,65,75,79,77,75,79,66
Midfielder,202166,J. Draxler,66.0,58.0,78,56,66,78,82,48,64,44,77,67
Midfielder,202024,R. Freuler,73.0,75.0,83,72,79,78,83,80,79,73,55,69
Defender,201922,M. Hinteregger,81.0,81.0,76,81,78,68,78,79,85,82,86,83
Defender,224490,Z. Çelik,79.0,75.0,75,75,78,73,70,75,77,75,68,77
Defender,221491,N. Elvedi,77.0,80.0,77,72,82,53,65,77,84,78,80,80
Defender,222501,T. Castagne,70.0,75.0,78,68,78,77,68,77,75,72,72,64
Defender,223597,R. Aguilar,77.0,74.0,77,83,75,70,72,74,77,77,81,66
Defender,224031,A. Marušić,79.0,75.0,76,74,74,69,69,74,75,75,81,79
Defender,224196,R. Bensebaini,80.0,77.0,76,83,78,65,73,74,77,80,84,78
Midfielder,225663,A. Golovin,69.0,67.0,82,76,73,75,80,67,72,66,67,57
Goalkeeper,225116,A. Meret,,,74,22,22,20,67,10,21,12,68,65
Defender,225508,E. Bailly,77.0,79.0,78,85,79,47,78,76,80,81,84,85
Defender,226221,Aritz Elustondo,77.0,79.0,76,80,77,36,68,76,81,82,78,77
Midfielder,226162,E. Buendía,67.0,64.0,76,83,60,73,77,67,68,61,45,63
Midfielder,220673,R. Tapia,82.0,79.0,73,79,77,68,72,74,87,81,76,82
Defender,220793,D. Sánchez,80.0,80.0,77,84,80,34,75,78,80,83,75,83
Goalkeeper,212442,José Sá,,,76,20,18,17,32,14,19,15,70,72
Defender,220523,Y. Mina,81.0,80.0,74,80,77,48,75,79,81,79,70,89
Midfielder,220253,Munir,66.0,35.0,78,58,25,78,80,38,27,25,66,66
Midfielder,219809,T. Bakayoko,84.0,77.0,75,85,79,59,77,72,81,79,75,87
Defender,219789,H. Traoré,77.0,73.0,74,75,72,71,72,71,75,75,86,70
Midfielder,218339,M. Dahoud,70.0,67.0,79,74,78,68,71,73,64,59,71,59
Midfielder,216388,A. Saint-Maximin,61.0,25.0,74,36,17,72,80,28,18,23,73,63
Defender,216150,D. Zappacosta,71.0,75.0,73,75,76,68,73,74,77,78,65,66
Defender,216145,A. Izzo,78.0,82.0,79,81,82,16,70,82,83,81,76,76
Midfielder,212404,F. Bernardeschi,65.0,61.0,70,50,64,72,78,64,59,59,51,69
Midfielder,212096,V. Grifo,62.0,41.0,78,52,45,78,70,50,31,30,52,63
Midfielder,211748,K. Demirbay,70.0,65.0,80,69,64,78,81,73,63,66,69,67
Defender,226851,B. Pavard,76.0,78.0,76,69,78,58,76,76,79,80,86,76
Midfielder,226456,Pablo Fornals,68.0,69.0,75,70,71,76,77,70,72,71,48,63
Midfielder,241637,A. Tchouaméni,82.0,77.0,79,78,78,79,78,77,79,71,74,82
Midfielder,228093,M. Thuram,77.0,48.0,81,50,45,80,74,43,49,37,71,87
Forward,228520,E. Ávila,83.0,44.0,78,87,38,77,72,38,46,41,74,84
Midfielder,252371,J. Bellingham,77.0,75.0,82,82,77,72,76,78,78,69,75,71
Defender,251809,S. Botman,84.0,80.0,75,79,77,38,74,79,82,78,78,88
Midfielder,247851,Bruno Guimarães,75.0,73.0,77,74,75,66,80,75,76,71,59,72
Defender,247204,Emerson,77.0,74.0,75,80,72,73,65,70,78,79,79,74
Defender,244067,M. Lacroix,77.0,80.0,78,74,83,32,80,83,78,74,80,83
Midfielder,243812,Rodrygo,56.0,32.0,76,54,21,82,82,25,36,32,73,42
Midfielder,211022,Rubén García,58.0,45.0,73,58,38,74,67,45,48,41,65,52
Midfielder,240679,T. Koopmeiners,77.0,76.0,80,71,79,68,79,77,75,75,78,75
Midfielder,240243,Matheus Cunha,69.0,31.0,78,67,20,79,82,29,28,32,74,66
Midfielder,239433,N. Maksimović,78.0,77.0,80,78,81,73,77,76,79,70,76,76
Defender,237942,P. Estupiñán,75.0,75.0,71,74,75,52,62,69,80,79,69,74
Midfielder,237239,E. Bardhi,56.0,63.0,81,62,66,75,82,63,65,63,48,45
Forward,236610,M. Kean,75.0,40.0,74,57,31,81,72,40,36,30,76,85
Midfielder,236480,Y. Bissouma,75.0,77.0,79,74,81,68,75,73,83,76,80,73
Goalkeeper,235073,G. Kobel,,,77,24,14,10,66,15,15,15,44,81
Midfielder,234612,J. Ikoné,60.0,35.0,76,65,34,76,79,32,36,36,33,55
Forward,234236,P. Schick,68.0,35.0,78,59,25,81,73,44,24,19,71,74
Defender,234035,Odriozola,65.0,74.0,74,62,73,69,67,73,76,77,71,59
Defender,233738,Zubeldia,81.0,79.0,81,86,81,65,73,80,80,79,79,78
Defender,232756,F. Tomori,79.0,80.0,79,79,79,33,76,80,82,80,81,81
Midfielder,232730,D. Kamada,59.0,41.0,72,44,35,79,80,38,46,34,68,57
Midfielder,232665,M. Arambarri,76.0,77.0,77,83,78,60,65,79,80,79,56,76
Defender,232580,Gabriel,80.0,80.0,78,82,78,44,74,80,81,78,70,86
Forward,232432,L. Jović,74.0,29.0,80,62,23,81,78,25,26,16,76,78
Forward,228687,K. Dolberg,68.0,30.0,75,32,23,81,76,28,24,19,73,79
Defender,211241,Rubén Peña,68.0,75.0,78,63,72,77,72,72,78,79,67,66
Forward,223578,Mata,76.0,31.0,84,83,19,85,76,29,28,29,72,77
Defender,210625,K. Mbabu,80.0,74.0,73,74,70,72,71,75,76,80,78,78
Forward,190717,M. Antonio,83.0,55.0,80,83,45,80,70,51,56,53,91,86
Defender,198230,Germán,79.0,81.0,69,81,82,40,65,79,83,82,72,81
Forward,196978,C. Wilson,77.0,41.0,79,74,40,83,79,36,40,27,70,79
Goalkeeper,194333,R. Gikiewicz,,,79,22,12,12,31,13,14,13,66,68
Midfielder,193348,X. Shaqiri,67.0,46.0,77,61,55,75,79,35,49,48,51,71
Midfielder,193198,N. Gudelj,83.0,75.0,75,83,78,65,80,74,76,71,67,85
Defender,192789,Mario Gaspar,76.0,78.0,76,80,76,64,69,80,81,82,73,75
Defender,192638,Marcos Alonso,77.0,75.0,80,75,72,77,75,68,80,77,73,76
Forward,192123,C. Wood,81.0,40.0,77,77,40,80,77,39,30,29,79,86
Midfielder,191740,Ander Herrera,75.0,78.0,80,81,82,75,82,79,80,76,62,70
Midfielder,191202,N. Matić,73.0,80.0,80,76,80,63,83,82,81,72,63,82
Midfielder,190813,S. El Shaarawy,63.0,46.0,75,51,36,79,73,59,37,35,69,64
Goalkeeper,190745,M. Silvestri,,,70,31,11,14,44,8,18,16,74,60
Midfielder,190584,Illarramendi,69.0,77.0,81,75,81,77,79,79,79,78,62,68
Midfielder,198784,A. Oxlade-Chamberlain,74.0,67.0,78,77,73,79,77,68,72,68,69,70
Forward,189805,L. de Jong,75.0,46.0,76,54,40,84,76,39,43,37,88,84
Defender,189615,A. Cresswell,68.0,77.0,78,73,77,60,72,78,78,79,86,61
Midfielder,189560,Iborra,79.0,77.0,75,75,76,77,81,78,77,73,73,89
Midfielder,186682,Montoro,70.0,75.0,72,75,77,66,65,77,77,73,60,71
Midfielder,184484,G. Sigurðsson,66.0,59.0,77,57,58,78,80,57,61,55,65,64
Forward,178509,O. Giroud,77.0,42.0,81,76,42,82,79,37,37,20,82,88
Goalkeeper,176550,D. Ospina,,,73,20,25,16,57,11,13,12,75,38
Midfielder,173221,A. Candreva,62.0,61.0,75,66,67,79,73,61,63,53,36,54
Goalkeeper,158121,B. Costil,,,76,22,22,12,58,16,11,14,49,65
Forward,156616,F. Ribéry,53.0,30.0,69,51,33,79,81,31,25,26,33,55
Midfielder,210324,J. Hofmann,66.0,57.0,83,47,74,82,81,62,49,52,61,64
Midfielder,138412,J. Milner,75.0,77.0,84,86,78,71,84,77,80,78,62,70
Midfielder,198329,Rodrigo,71.0,45.0,79,68,33,78,80,46,43,40,77,69
Defender,189682,B. Mee,78.0,81.0,78,84,81,40,74,81,81,79,89,80
Defender,198946,D. D'Ambrosio,79.0,80.0,78,79,78,66,73,80,80,79,84,78
Midfielder,204024,C. Kramer,75.0,78.0,82,75,82,70,77,83,77,72,51,71
Defender,209846,C. Günter,81.0,74.0,77,84,75,65,71,73,76,74,53,80
Forward,199354,Lucas Pérez,69.0,32.0,80,67,38,81,76,25,24,26,65,70
Forward,210315,De Tomás,68.0,35.0,77,63,30,82,83,35,29,22,81,69
Defender,208165,B. Djimsiti,79.0,82.0,80,82,81,55,75,83,82,78,37,83
Midfielder,208135,A. Doucouré,81.0,77.0,79,75,80,76,74,75,80,76,73,80
Midfielder,207494,J. Lingard,68.0,58.0,81,74,54,83,77,63,57,49,65,60
Goalkeeper,206585,Kepa,,,68,18,21,15,63,19,18,16,71,51
Forward,206467,A. Plea,74.0,39.0,82,67,39,83,79,29,40,30,71,75
Defender,205923,B. Davies,73.0,78.0,78,73,79,60,72,78,81,80,74,69
Defender,204884,B. Mendy,76.0,75.0,77,75,76,73,74,74,78,79,71,79
Defender,204259,S. Arias,74.0,77.0,80,80,78,70,76,77,78,77,81,67
Goalkeeper,204234,Edgar Badia,,,75,42,22,9,56,26,12,15,57,55
Midfielder,206545,Manu Trigueros,67.0,70.0,79,69,73,77,76,69,72,64,69,63
Defender,202935,Álvaro,82.0,80.0,76,88,79,45,67,80,82,80,90,82
Midfielder,202477,Deulofeu,64.0,30.0,75,59,25,77,75,34,30,22,35,67
Midfielder,200315,Cristian Tello,62.0,48.0,73,48,39,78,71,55,49,42,71,61
Midfielder,199503,G. Xhaka,80.0,69.0,73,91,71,62,67,71,68,68,33,79
Goalkeeper,200726,B. Lecomte,,,77,23,24,10,63,17,11,12,62,64
Midfielder,201455,G. Kondogbia,89.0,78.0,80,86,80,77,84,77,79,80,79,94
Defender,202335,E. Dier,83.0,79.0,79,88,76,53,74,77,80,81,71,91
Defender,202048,C. Coady,75.0,79.0,80,70,78,50,80,83,79,74,84,74
Midfielder,202648,Sergi Darder,71.0,71.0,76,75,71,75,82,72,72,72,60,68
Defender,202750,W. Boly,83.0,79.0,74,77,78,45,80,77,82,78,83,93
Midfielder,202857,K. Bellarabi,72.0,34.0,77,75,38,75,80,32,30,33,75,70
Defender,225341,David García,75.0,78.0,75,77,78,51,67,76,79,81,78,76
Midfielder,226789,A. Fulgini,73.0,68.0,75,67,66,76,72,65,72,69,70,72
Midfielder,225659,G. Rodríguez,77.0,80.0,75,83,82,56,70,82,81,77,42,79
Defender,225711,A. Diallo,77.0,78.0,77,77,78,61,81,77,78,81,84,77
Forward,225719,K. Iheanacho,71.0,38.0,77,71,30,80,68,39,36,32,57,73
Defender,225263,D. Ćaleta-Car,82.0,79.0,76,78,79,54,81,80,78,78,83,86
Midfielder,226766,Daniel Podence,50.0,33.0,77,67,21,76,78,42,30,29,65,30
Defender,227678,E. Konsa,75.0,79.0,80,75,78,50,77,81,77,78,78,77
Midfielder,227055,Gelson Martins,61.0,51.0,74,60,50,71,76,54,51,48,67,48
Defender,227174,M. Cash,66.0,72.0,76,63,76,61,72,74,75,76,80,56
Midfielder,227535,R. Bentancur,76.0,75.0,78,78,78,64,80,78,77,71,73,70
Defender,228881,D. Calabria,72.0,76.0,76,80,77,48,74,77,79,77,72,65
Midfielder,228336,F. Grillitsch,66.0,72.0,81,50,80,70,81,73,72,59,48,72
Goalkeeper,228413,E. Audero,,,75,24,11,9,56,10,10,10,65,55
Midfielder,224069,K. Toko Ekambi,70.0,25.0,79,48,21,81,76,23,14,18,71,76
Goalkeeper,229909,A. Lunev,,,76,26,20,11,69,18,20,12,60,70
Midfielder,224371,J. Bowen,65.0,44.0,77,56,37,79,72,49,40,36,63,62
Defender,216643,L. Dubois,74.0,76.0,78,70,78,72,78,76,78,78,73,72
Goalkeeper,224003,Sergio Herrera,,,76,25,12,13,53,15,17,18,56,67
Defender,217036,Álex Moreno,64.0,71.0,74,63,70,73,60,71,74,72,62,51
Midfielder,214092,A. Miranchuk,62.0,31.0,76,43,36,78,76,22,28,29,58,64
Forward,231352,T. Abraham,70.0,31.0,79,49,22,80,73,35,23,15,70,79
Midfielder,214097,B. Bourigeaud,73.0,66.0,77,73,73,78,78,63,68,58,72,68
Forward,215353,L. Alario,75.0,30.0,77,72,22,84,76,22,27,20,87,78
Midfielder,215590,Ayoze Pérez,67.0,58.0,82,74,49,82,77,61,61,42,73,57
Midfielder,216194,Dani García,83.0,78.0,79,82,82,73,71,78,85,78,65,80
Midfielder,216320,S. Fofana,79.0,72.0,80,76,78,77,78,68,78,70,63,81
Forward,219733,L. Ajorque,81.0,26.0,79,69,28,83,75,17,19,17,75,89
Midfielder,223273,M. Pašalić,76.0,67.0,76,76,72,81,74,61,72,64,70,75
Midfielder,219792,B. Santamaria,74.0,76.0,73,73,75,60,67,77,80,78,71,67
Midfielder,219985,M. Vecino,73.0,76.0,77,72,77,76,81,77,77,69,75,72
Forward,220883,R. Borré,76.0,44.0,79,87,39,84,81,44,41,29,83,67
Forward,221697,O. Watkins,71.0,46.0,77,34,44,79,66,40,46,36,92,76
Defender,222493,M. Friedrich,76.0,81.0,76,74,78,32,68,79,85,79,74,81
Midfielder,222558,R. Karsdorp,78.0,76.0,77,78,76,79,74,74,79,76,73,78
Midfielder,222943,Jony,65.0,52.0,73,60,56,74,76,55,51,46,34,67
Defender,231340,G. Montiel,81.0,73.0,75,87,73,77,75,73,73,73,80,73
Midfielder,244253,U. Račić,81.0,78.0,76,68,76,73,75,77,81,74,75,87
Midfielder,231410,Brahim,50.0,30.0,72,41,30,73,69,40,23,21,66,44
Midfielder,246147,M. Greenwood,68.0,39.0,77,59,34,79,76,35,39,33,67,69
Goalkeeper,241727,P. Rajković,,,73,25,10,4,32,11,10,10,35,66
Midfielder,242187,C. Baumgartner,56.0,44.0,77,58,34,75,75,31,54,49,63,49
Midfielder,242201,Luis Milla,75.0,74.0,77,72,78,75,80,77,77,73,71,72
Midfielder,243559,De Frutos,59.0,37.0,70,60,35,70,79,45,29,23,65,49
Forward,243630,J. David,70.0,25.0,74,33,17,80,81,21,21,19,86,75
Midfielder,244622,Puado,73.0,45.0,76,66,40,77,76,45,40,35,81,69
Midfielder,245630,Y. Fofana,78.0,74.0,79,77,79,74,76,74,79,69,62,76
Forward,246430,D. Vlahović,76.0,28.0,78,58,22,82,68,18,26,24,68,82
Goalkeeper,231691,A. Lafont,,,69,20,17,4,59,20,14,12,73,70
Midfielder,246646,M. Caqueret,69.0,72.0,78,83,77,69,78,73,78,67,48,57
Defender,246844,Carlos Neva,68.0,75.0,74,69,76,68,66,75,78,76,57,62
Midfielder,248243,E. Camavinga,77.0,75.0,78,77,76,73,81,75,78,76,70,76
Defender,248695,W. Fofana,78.0,80.0,75,79,83,42,70,79,80,78,78,80
Defender,252145,Nuno Mendes,72.0,74.0,76,67,75,72,75,73,76,73,71,69
Midfielder,256630,F. Wirtz,59.0,51.0,68,60,45,74,80,54,54,52,52,50
Midfielder,213874,Thiago Mendes,75.0,74.0,75,77,79,68,78,75,75,73,71,73
Defender,241184,Junior Firpo,76.0,75.0,75,74,76,76,74,72,76,76,75,75
Forward,240753,A. Gouiri,70.0,44.0,77,61,44,81,77,45,41,32,70,72
Midfielder,239817,B. Soumaré,80.0,72.0,77,77,75,70,78,72,74,71,71,81
Midfielder,239613,M. Pessina,72.0,67.0,78,70,68,81,76,67,68,67,59,68
Forward,231887,Y. Yazıcı,72.0,47.0,76,71,40,77,78,38,54,45,55,72
Midfielder,232080,J. Harrison,68.0,42.0,75,57,36,75,73,42,43,44,63,65
Midfielder,232487,W. Endo,73.0,78.0,73,78,78,54,80,80,78,74,89,65
Defender,233486,R. Le Normand,74.0,80.0,68,68,80,21,58,82,77,78,84,82
Midfielder,234060,Y. Herrera,74.0,77.0,74,79,78,70,69,76,80,78,75,72
Defender,234835,Domingos Duarte,78.0,80.0,79,82,80,40,64,78,81,80,60,81
Midfielder,235353,I. Sarr,67.0,22.0,76,53,17,73,78,25,16,21,48,71
Defender,236045,Reinildo,78.0,76.0,75,79,75,70,69,74,79,77,77,75
Defender,236355,Luiz Felipe,72.0,80.0,78,81,82,28,58,81,79,79,80,74
Forward,236791,A. Barák,72.0,62.0,75,58,62,78,78,59,64,60,55,73
Defender,237678,I. Konaté,76.0,80.0,71,77,78,37,74,76,85,79,74,83
Midfielder,238067,N. Zaniolo,82.0,61.0,78,80,60,80,70,64,59,58,65,88
Midfielder,238463,A. Haidara,70.0,68.0,78,69,76,74,76,68,69,62,76,65
Defender,238476,D. Zagadou,80.0,80.0,72,75,77,31,78,77,86,80,64,92
Midfielder,238616,Pedro Neto,59.0,31.0,75,53,41,76,64,32,23,17,52,56
Midfielder,213956,Adama Traoré,81.0,38.0,66,70,41,64,73,37,38,35,79,87
Midfielder,195096,Fransérgio,80.0,73.0,81,81,75,78,82,71,73,70,52,79
Midfielder,213577,Puertas,75.0,44.0,75,71,41,84,77,44,39,31,76,76
Forward,188335,A. Budimir,77.0,35.0,72,77,24,80,72,29,35,27,65,83
Defender,180334,Marcelo,85.0,78.0,73,85,76,39,71,76,81,72,87,90
Midfielder,183394,M. Sissoko,87.0,75.0,76,85,75,71,74,75,79,71,70,90
Defender,184392,M. Darmian,68.0,78.0,79,74,78,69,78,78,80,78,67,62
Defender,185103,A. Kolarov,74.0,79.0,77,84,81,67,83,76,80,79,79,73
Midfielder,186197,G. Kakuta,66.0,42.0,75,51,46,73,78,36,41,25,87,67
Defender,186801,C. Kouyaté,85.0,78.0,79,85,77,69,72,77,79,76,77,85
Midfielder,187936,S. Nzonzi,85.0,77.0,75,80,80,60,79,76,77,74,76,89
Forward,189053,F. Caputo,67.0,30.0,80,50,14,84,72,40,20,15,84,70
Defender,192679,Escudero,71.0,78.0,78,75,78,67,69,82,76,77,72,68
Midfielder,189125,G. Bonaventura,65.0,70.0,75,68,69,76,78,70,71,68,68,61
Midfielder,189280,A. Westwood,75.0,74.0,77,81,76,68,77,76,76,73,67,68
Forward,189505,Pedro,52.0,40.0,75,58,49,75,81,44,32,31,66,40
Midfielder,189606,J. Baumgartlinger,79.0,77.0,75,80,77,62,77,79,80,72,80,77
Defender,189881,C. Smalling,79.0,79.0,75,81,79,46,74,76,81,80,80,85
Goalkeeper,190243,M. Hitz,,,73,25,23,8,44,13,15,14,67,78
Midfielder,191180,J. Pastore,50.0,52.0,59,62,64,72,69,45,51,51,48,54
Defender,180216,S. Coleman,70.0,78.0,77,80,79,70,82,78,81,80,71,66
Midfielder,178088,Juan Mata,42.0,36.0,79,46,39,81,84,38,31,21,58,34
Midfielder,178007,Miguel Veloso,71.0,66.0,69,71,71,65,81,55,72,70,68,71
Forward,177633,Ángel,66.0,34.0,80,72,26,83,70,42,23,20,75,68
Defender,213331,J. Tah,81.0,79.0,75,77,76,27,74,80,82,76,70,92
Goalkeeper,24630,Pepe Reina,,,74,32,22,13,64,20,22,24,71,70
Forward,146439,Negredo,77.0,36.0,77,78,28,80,70,33,31,30,82,85
Defender,152908,A. Young,68.0,73.0,78,83,75,69,79,73,73,72,68,62
Forward,159261,F. Quagliarella,63.0,30.0,80,44,26,84,78,35,21,15,67,71
Goalkeeper,163155,B. Foster,,,74,15,23,14,63,22,15,14,73,57
