sofifa_id,player_url,short_name,long_name,Positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
182521,https://sofifa.com/player/182521/toni-kroos/220002,T. Kroos,Toni Kroos,Midfielder,88,88,75000000.0,310000.0,31,1990-01-04,183,76,243.0,Real Madrid CF,Spain Primera Division,1.0,LCM,8.0,,2014-07-17,2023.0,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal (170-185),Yes,153800000.0,"#Playmaker, #Distance Shooter, #Crosser, #Complete Midfielder","Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",53.0,81.0,91.0,81.0,71.0,68.0,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,90,73,88,71,73,60,10,11,13,7,10,,77+3,77+3,77+3,80,81,81,81,80,83+3,83+3,83+3,81+3,86+2,86+2,86+2,81+3,77+3,81+3,81+3,81+3,77+3,74+3,71+3,71+3,71+3,74+3,19+3,https://cdn.sofifa.net/players/182/521/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/de.png
192505,https://sofifa.com/player/192505/romelu-lukaku/220002,R. Lukaku,Romelu Lukaku Menama,Forward,88,88,93500000.0,260000.0,28,1993-05-13,191,94,5.0,Chelsea,English Premier League,1.0,ST,9.0,,2021-08-12,2026.0,7,Belgium,1325.0,ST,9.0,Left,4,3,4,Medium/Medium,Unique,Yes,173000000.0,"#Poacher, #Strength, #Complete Forward","Speed Dribbler (AI), Power Header, Team Player",84.0,87.0,74.0,78.0,39.0,83.0,73,92,89,77,78,83,78,66,70,77,81,87,60,91,52,89,76,71,95,74,71,27,89,75,88,86,30,41,30,8,15,14,7,10,,87+1,87+1,87+1,81,84,84,84,81,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,61+3,59+3,59+3,59+3,61+3,58+3,57+3,57+3,57+3,58+3,19+3,https://cdn.sofifa.net/players/192/505/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
193041,https://sofifa.com/player/193041/keylor-navas/220002,K. Navas,Keylor Navas Gamboa,Goalkeeper,88,88,15500000.0,130000.0,34,1986-12-15,185,80,73.0,Paris Saint-Germain,French Ligue 1,1.0,SUB,1.0,,2019-09-02,2024.0,72,Costa Rica,,,,Right,3,1,3,Medium/Medium,Normal (185+),Yes,28700000.0,,"GK Long Throw, Cautious With Crosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,85,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,54.0,34+3,34+3,34+3,35,37,37,37,35,40+3,40+3,40+3,37+3,39+3,39+3,39+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,32+3,32+3,32+3,31+3,86+2,https://cdn.sofifa.net/players/193/041/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/cr.png
202652,https://sofifa.com/player/202652/raheem-sterling/220002,R. Sterling,Raheem Sterling,Midfielder,88,89,107500000.0,290000.0,26,1994-12-08,170,69,10.0,Manchester City,English Premier League,1.0,SUB,7.0,,2015-07-14,2023.0,14,England,1318.0,LW,10.0,Right,3,4,4,High/Medium,Unique,Yes,206900000.0,"#Speedster, #Dribbler, #Acrobat","Flair, Speed Dribbler (AI)",91.0,82.0,79.0,87.0,45.0,66.0,79,85,46,83,67,87,79,72,69,86,95,88,94,90,93,78,57,79,64,83,59,30,91,82,67,78,47,53,47,15,12,12,15,9,,81+3,81+3,81+3,87,86,86,86,87,86+3,86+3,86+3,85+3,78+3,78+3,78+3,85+3,69+3,64+3,64+3,64+3,69+3,65+3,55+3,55+3,55+3,65+3,21+3,https://cdn.sofifa.net/players/202/652/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
212198,https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/220002,Bruno Fernandes,Bruno Miguel Borges Fernandes,Midfielder,88,89,107500000.0,250000.0,26,1994-09-08,179,69,11.0,Manchester United,English Premier League,1.0,CAM,18.0,,2020-01-30,2025.0,38,Portugal,1354.0,LCM,11.0,Right,3,4,3,High/High,Unique,Yes,206900000.0,"#Playmaker, #Engine, #Distance Shooter, #Crosser, #FK Specialist, #Complete Midfielder","Solid Player, Leadership, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",75.0,86.0,89.0,84.0,70.0,77.0,87,83,64,91,87,83,87,87,88,87,77,73,80,91,79,89,73,91,70,89,78,66,87,90,91,87,72,73,65,12,14,15,8,14,,83+3,83+3,83+3,85,85,85,85,85,87+2,87+2,87+2,86+3,87+2,87+2,87+2,86+3,80+3,80+3,80+3,80+3,80+3,77+3,73+3,73+3,73+3,77+3,21+3,https://cdn.sofifa.net/players/212/198/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
239085,https://sofifa.com/player/239085/erling-haaland/220002,E. Haaland,Erling Braut Haaland,Forward,88,93,137500000.0,110000.0,20,2000-07-21,194,94,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,RS,9.0,,2020-01-01,2024.0,36,Norway,1352.0,LS,23.0,Left,3,3,4,High/High,Unique,Yes,244100000.0,"#Distance Shooter, #Strength, #Clinical Finisher, #Complete Forward","Solid Player, Speed Dribbler (AI)",89.0,91.0,65.0,80.0,45.0,88.0,47,94,69,77,88,78,77,62,51,85,82,94,75,88,72,94,74,82,93,87,85,43,89,71,76,84,44,43,30,7,14,13,11,7,,87+3,87+3,87+3,80,84,84,84,80,81+3,81+3,81+3,78+3,73+3,73+3,73+3,78+3,62+3,63+3,63+3,63+3,62+3,60+3,60+3,60+3,60+3,60+3,19+3,https://cdn.sofifa.net/players/239/085/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1352/60.png,https://cdn.sofifa.net/flags/no.png
153079,https://sofifa.com/player/153079/sergio-aguero/220002,S. Agüero,Sergio Leonel Agüero del Castillo,Forward,87,87,51000000.0,260000.0,33,1988-06-02,173,70,241.0,FC Barcelona,Spain Primera Division,1.0,ST,19.0,,2021-07-01,2023.0,52,Argentina,1369.0,SUB,9.0,Right,4,4,4,High/Medium,Unique,Yes,104600000.0,"#Dribbler, #Clinical Finisher, #Complete Forward","Injury Prone, Chip Shot (AI)",71.0,89.0,75.0,87.0,33.0,69.0,70,93,78,80,85,86,83,73,64,88,75,68,82,89,90,90,78,62,74,83,65,24,91,80,75,91,30,29,24,13,15,6,11,14,,86+1,86+1,86+1,83,85,85,85,83,84+3,84+3,84+3,80+3,75+3,75+3,75+3,80+3,57+3,57+3,57+3,57+3,57+3,54+3,50+3,50+3,50+3,54+3,21+3,https://cdn.sofifa.net/players/153/079/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
167948,https://sofifa.com/player/167948/hugo-lloris/220002,H. Lloris,Hugo Lloris,Goalkeeper,87,87,13500000.0,125000.0,34,1986-12-26,188,82,18.0,Tottenham Hotspur,English Premier League,1.0,GK,1.0,,2012-08-31,2022.0,18,France,1335.0,GK,1.0,Left,1,1,4,Medium/Medium,Unique,Yes,25700000.0,,"Leadership, Team Player, Rushes Out Of Goal",,,,,,,13,10,10,50,11,10,11,10,50,34,61,62,55,85,54,49,74,41,43,14,31,27,10,50,40,65,29,10,18,88,83,65,84,90,61.0,31+3,31+3,31+3,33,34,34,34,33,38+3,38+3,38+3,36+3,39+3,39+3,39+3,36+3,35+3,38+3,38+3,38+3,35+3,34+3,30+3,30+3,30+3,34+3,85+2,https://cdn.sofifa.net/players/167/948/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
177003,https://sofifa.com/player/177003/luka-modric/220002,L. Modrić,Luka Modrić,Midfielder,87,87,32000000.0,190000.0,35,1985-09-09,172,66,243.0,Real Madrid CF,Spain Primera Division,1.0,RCM,10.0,,2012-08-01,2022.0,10,Croatia,,,,Right,4,4,4,Medium/Medium,Lean (170-185),Yes,65600000.0,"#Playmaker, #Crosser, #Acrobat, #Complete Midfielder","Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",73.0,76.0,89.0,88.0,72.0,66.0,86,72,55,91,76,85,85,78,89,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,82,92,70,75,71,13,9,7,14,9,,76+3,76+3,76+3,83,82,82,82,83,85+2,85+2,85+2,84+3,86+1,86+1,86+1,84+3,81+3,81+3,81+3,81+3,81+3,78+3,72+3,72+3,72+3,78+3,19+3,https://cdn.sofifa.net/players/177/003/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/hr.png
183898,https://sofifa.com/player/183898/angel-di-maria/220002,Á. Di María,Ángel Fabián Di María Hernández,Midfielder,87,87,49500000.0,160000.0,33,1988-02-14,180,69,73.0,Paris Saint-Germain,French Ligue 1,1.0,SUB,11.0,,2015-08-06,2022.0,52,Argentina,1369.0,LW,11.0,Left,2,5,4,High/Medium,Unique,Yes,91600000.0,"#Dribbler, #Crosser, #FK Specialist, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Chip Shot (AI), Technical Dribbler (AI)",83.0,81.0,86.0,87.0,48.0,69.0,88,79,51,84,78,88,91,88,82,87,83,83,94,84,76,83,73,78,62,86,73,42,84,88,73,86,41,55,52,10,7,11,12,11,,79+3,79+3,79+3,85,84,84,84,85,85+2,85+2,85+2,85+2,81+3,81+3,81+3,85+2,70+3,68+3,68+3,68+3,70+3,67+3,58+3,58+3,58+3,67+3,18+3,https://cdn.sofifa.net/players/183/898/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
186153,https://sofifa.com/player/186153/wojciech-szczesny/220002,W. Szczęsny,Wojciech Tomasz Szczęsny,Goalkeeper,87,87,42000000.0,105000.0,31,1990-04-18,195,90,45.0,Juventus,Italian Serie A,1.0,GK,1.0,,2017-07-19,2024.0,37,Poland,1353.0,GK,1.0,Right,3,1,3,Medium/Medium,Lean (185+),Yes,69300000.0,,Comes For Crosses,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,86,82,73,87,88,49.0,31+3,31+3,31+3,28,31,31,31,28,32+3,32+3,32+3,31+3,33+3,33+3,33+3,31+3,28+3,31+3,31+3,31+3,28+3,28+3,29+3,29+3,29+3,28+3,85+2,https://cdn.sofifa.net/players/186/153/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1353/60.png,https://cdn.sofifa.net/flags/pl.png
189596,https://sofifa.com/player/189596/thomas-muller/220002,T. Müller,Thomas Müller,Midfielder,87,87,66000000.0,140000.0,31,1989-09-13,185,76,21.0,FC Bayern München,German 1. Bundesliga,1.0,CAM,25.0,,2008-08-10,2023.0,21,Germany,,,,Right,4,3,4,High/High,Lean (185+),Yes,108900000.0,"#Engine, #Clinical Finisher","Solid Player, Leadership, Outside Foot Shot",67.0,84.0,83.0,80.0,56.0,71.0,85,88,81,85,84,77,81,59,79,84,66,67,73,94,71,78,77,86,66,82,62,58,96,85,70,84,47,57,46,6,7,11,14,14,,83+3,83+3,83+3,83,84,84,84,83,84+3,84+3,84+3,83+3,82+3,82+3,82+3,83+3,71+3,71+3,71+3,71+3,71+3,69+3,63+3,63+3,63+3,69+3,20+3,https://cdn.sofifa.net/players/189/596/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,,https://cdn.sofifa.net/flags/de.png
192387,https://sofifa.com/player/192387/ciro-immobile/220002,C. Immobile,Ciro Immobile,Forward,87,87,67500000.0,125000.0,31,1990-02-20,185,85,46.0,Lazio,Italian Serie A,1.0,ST,17.0,,2016-07-27,2025.0,27,Italy,1343.0,ST,17.0,Right,4,3,4,High/Medium,Unique,Yes,114800000.0,#Clinical Finisher,"Outside Foot Shot, Chip Shot (AI)",86.0,87.0,67.0,81.0,39.0,77.0,55,91,81,80,85,80,70,51,53,83,84,87,75,90,85,86,82,78,76,80,77,40,91,71,88,79,34,33,32,6,8,15,12,6,,86+1,86+1,86+1,81,84,84,84,81,81+3,81+3,81+3,79+3,73+3,73+3,73+3,79+3,61+3,60+3,60+3,60+3,61+3,59+3,56+3,56+3,56+3,59+3,17+3,https://cdn.sofifa.net/players/192/387/22_120.png,https://cdn.sofifa.net/teams/46/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
195864,https://sofifa.com/player/195864/paul-pogba/220002,P. Pogba,Paul Pogba,Midfielder,87,87,79500000.0,220000.0,28,1993-03-15,191,84,11.0,Manchester United,English Premier League,1.0,RDM,6.0,,2016-08-09,2022.0,18,France,1335.0,RCM,6.0,Right,4,5,4,High/Medium,Unique,Yes,147100000.0,"#Dribbler, #Playmaker, #Distance Shooter, #Strength, #Complete Midfielder","Injury Prone, Flair, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",71.0,81.0,86.0,86.0,65.0,83.0,77,75,74,88,84,88,85,82,92,90,63,77,73,83,67,90,82,77,89,84,78,65,80,89,81,88,59,67,63,5,6,2,4,3,,82+3,82+3,82+3,82,83,83,83,82,85+2,85+2,85+2,83+3,85+2,85+2,85+2,83+3,74+3,78+3,78+3,78+3,74+3,72+3,72+3,72+3,72+3,72+3,13+3,https://cdn.sofifa.net/players/195/864/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
199556,https://sofifa.com/player/199556/marco-verratti/220002,M. Verratti,Marco Verratti,Midfielder,87,87,79500000.0,155000.0,28,1992-11-05,165,60,73.0,Paris Saint-Germain,French Ligue 1,1.0,LCM,6.0,,2012-07-18,2024.0,27,Italy,1343.0,LCM,6.0,Right,4,4,3,Medium/High,Unique,Yes,147100000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Injury Prone, Dives Into Tackles (AI), Flair, Playmaker (AI), Outside Foot Shot",64.0,61.0,87.0,91.0,79.0,67.0,82,60,57,90,64,91,85,64,89,92,68,60,91,87,94,60,67,76,54,58,89,85,78,89,64,94,78,82,84,12,12,15,15,10,,71+3,71+3,71+3,81,79,79,79,81,84+3,84+3,84+3,82+3,86+1,86+1,86+1,82+3,82+3,84+3,84+3,84+3,82+3,80+3,77+3,77+3,77+3,80+3,21+3,https://cdn.sofifa.net/players/199/556/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
207865,https://sofifa.com/player/207865/marcos-aoas-correa/220002,Marquinhos,Marcos Aoás Corrêa,Defender,87,90,90500000.0,135000.0,27,1994-05-14,183,75,73.0,Paris Saint-Germain,French Ligue 1,1.0,RCB,5.0,,2013-07-19,2024.0,54,Brazil,,,,Right,3,3,3,Medium/High,Normal (170-185),Yes,174200000.0,"#Tackling, #Tactician ","Leadership, Long Passer (AI), Power Header, Team Player",81.0,53.0,75.0,74.0,89.0,81.0,68,51,88,84,35,69,58,32,85,79,81,81,69,87,67,65,92,83,78,45,81,88,68,74,52,86,89,89,89,6,6,12,10,13,,70+3,70+3,70+3,72,72,72,72,72,74+3,74+3,74+3,75+3,79+3,79+3,79+3,75+3,83+3,85+3,85+3,85+3,83+3,84+3,86+3,86+3,86+3,84+3,18+3,https://cdn.sofifa.net/players/207/865/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/br.png
209658,https://sofifa.com/player/209658/leon-goretzka/220002,L. Goretzka,Leon Christoph Goretzka,Midfielder,87,88,93000000.0,140000.0,26,1995-02-06,189,82,21.0,FC Bayern München,German 1. Bundesliga,1.0,LDM,8.0,,2018-07-01,2026.0,21,Germany,1337.0,LDM,8.0,Right,4,3,4,High/Medium,Unique,Yes,160400000.0,#Tactician ,"Dives Into Tackles (AI), Long Shot Taker (AI)",81.0,82.0,82.0,84.0,81.0,86.0,75,82,86,86,69,84,76,75,84,87,78,83,76,88,71,85,79,88,88,86,81,86,85,84,60,82,74,85,77,13,8,15,11,9,,84+3,84+3,84+3,83,85,85,85,83,85+3,85+3,85+3,84+3,86+2,86+2,86+2,84+3,83+3,84+3,84+3,84+3,83+3,82+3,83+3,83+3,83+3,82+3,19+3,https://cdn.sofifa.net/players/209/658/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
211110,https://sofifa.com/player/211110/paulo-dybala/220002,P. Dybala,Paulo Bruno Exequiel Dybala,Forward,87,88,93000000.0,160000.0,27,1993-11-15,177,75,45.0,Juventus,Italian Serie A,1.0,CAM,10.0,,2015-07-01,2022.0,52,Argentina,1369.0,SUB,21.0,Left,3,4,3,Medium/Medium,Unique,Yes,160400000.0,"#Dribbler, #Playmaker, #FK Specialist, #Acrobat, #Complete Midfielder","Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84.0,86.0,86.0,90.0,40.0,60.0,82,85,59,87,88,90,90,88,79,93,88,80,92,80,94,84,75,70,61,89,43,42,82,91,84,79,32,41,39,5,4,4,5,8,,82+3,82+3,82+3,87,86,86,86,87,88,88,88,85+3,81+3,81+3,81+3,85+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,14+3,https://cdn.sofifa.net/players/211/110/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
216267,https://sofifa.com/player/216267/andrew-robertson/220002,A. Robertson,Andrew Robertson,Defender,87,88,83500000.0,175000.0,27,1994-03-11,178,64,9.0,Liverpool,English Premier League,1.0,LB,26.0,,2017-07-21,2026.0,42,Scotland,1359.0,LWB,3.0,Left,2,3,3,High/High,Unique,Yes,160700000.0,"#Engine, #Crosser","Leadership, Early Crosser, Speed Dribbler (AI)",84.0,61.0,81.0,81.0,82.0,76.0,88,55,67,82,32,81,82,71,76,83,83,85,78,85,74,76,62,95,65,65,85,83,77,80,55,83,83,84,81,11,8,10,7,14,,72+3,72+3,72+3,79,77,77,77,79,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,85+3,82+3,82+3,82+3,85+3,84+3,79+3,79+3,79+3,84+3,18+3,https://cdn.sofifa.net/players/216/267/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1359/60.png,https://cdn.sofifa.net/flags/gb-sct.png
228702,https://sofifa.com/player/228702/frenkie-de-jong/220002,F. de Jong,Frenkie de Jong,Midfielder,87,92,119500000.0,210000.0,24,1997-05-12,180,74,241.0,FC Barcelona,Spain Primera Division,1.0,RCM,21.0,,2019-07-01,2026.0,34,Netherlands,105035.0,CDM,21.0,Right,3,4,3,High/Medium,Unique,Yes,253900000.0,"#Dribbler, #Playmaker, #Acrobat, #Complete Midfielder","Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",81.0,69.0,85.0,88.0,77.0,78.0,78,72,72,91,70,88,84,64,87,89,80,82,88,88,79,68,76,90,74,66,75,82,77,86,45,90,76,76,77,7,13,10,10,9,,78+3,78+3,78+3,83,82,82,82,83,85+3,85+3,85+3,85+3,86+3,86+3,86+3,85+3,83+3,83+3,83+3,83+3,83+3,82+3,78+3,78+3,78+3,82+3,18+3,https://cdn.sofifa.net/players/228/702/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
231281,https://sofifa.com/player/231281/trent-alexander-arnold/220002,T. Alexander-Arnold,Trent Alexander-Arnold,Defender,87,92,114000000.0,150000.0,22,1998-10-07,180,69,9.0,Liverpool,English Premier League,1.0,RB,66.0,,2015-10-07,2025.0,14,England,1318.0,SUB,22.0,Right,4,3,3,High/Medium,Unique,Yes,219500000.0,#Crosser,"Early Crosser, Long Passer (AI), Long Shot Taker (AI)",79.0,68.0,88.0,80.0,80.0,72.0,92,60,69,86,62,78,87,85,90,86,77,80,73,82,73,82,66,88,63,75,74,82,77,87,55,81,80,83,79,14,15,14,6,7,,75+3,75+3,75+3,80,79,79,79,80,81+3,81+3,81+3,82+3,84+3,84+3,84+3,82+3,84+3,83+3,83+3,83+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/231/281/22_120.png,https://cdn.sofifa.net/teams/9/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
233049,https://sofifa.com/player/233049/jadon-sancho/220002,J. Sancho,Jadon Sancho,Midfielder,87,91,116500000.0,150000.0,21,2000-03-25,180,76,11.0,Manchester United,English Premier League,1.0,LM,25.0,,2021-07-23,2026.0,14,England,1318.0,SUB,17.0,Right,3,5,3,High/Medium,Unique,Yes,224300000.0,"#Dribbler, #Acrobat","Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",81.0,76.0,82.0,91.0,36.0,65.0,82,83,38,87,83,92,84,65,70,90,85,78,91,85,90,73,51,77,68,65,44,39,83,87,62,86,32,39,32,7,11,10,11,13,,78+3,78+3,78+3,85,84,84,84,85,85+3,85+3,85+3,85+3,79+3,79+3,79+3,85+3,66+3,62+3,62+3,62+3,66+3,60+3,48+3,48+3,48+3,60+3,19+3,https://cdn.sofifa.net/players/233/049/22_120.png,https://cdn.sofifa.net/teams/11/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
239818,https://sofifa.com/player/239818/ruben-santos-gato-alves-dias/220002,Rúben Dias,Rúben dos Santos Gato Alves Dias,Defender,87,91,102500000.0,170000.0,24,1997-05-14,187,82,10.0,Manchester City,English Premier League,1.0,RCB,3.0,,2020-09-29,2027.0,38,Portugal,1354.0,LCB,4.0,Right,4,2,3,Medium/High,Normal (185+),Yes,197300000.0,#Tackling ,"Solid Player, Leadership, Power Header",61.0,38.0,65.0,68.0,88.0,88.0,54,29,87,81,32,64,46,48,74,74,57,65,59,87,56,74,78,88,88,22,92,85,39,51,45,81,90,89,85,7,8,13,7,12,,61+3,61+3,61+3,59,60,60,60,59,61+3,61+3,61+3,64+3,70+3,70+3,70+3,64+3,78+3,83+3,83+3,83+3,78+3,80+3,86+3,86+3,86+3,80+3,17+3,https://cdn.sofifa.net/players/239/818/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1354/60.png,https://cdn.sofifa.net/flags/pt.png
138956,https://sofifa.com/player/138956/giorgio-chiellini/220002,G. Chiellini,Giorgio Chiellini,Defender,86,86,12000000.0,88000.0,36,1984-08-14,187,85,45.0,Juventus,Italian Serie A,1.0,SUB,3.0,,2005-07-01,2023.0,27,Italy,1343.0,LCB,3.0,Left,3,2,4,Medium/High,Normal (185+),Yes,19800000.0,"#Tackling, #Tactician, #Strength, #Complete Defender","Long Throw-in, Injury Prone, Dives Into Tackles (AI), Power Header, Team Player",68.0,46.0,60.0,59.0,89.0,85.0,63,33,77,65,45,57,60,31,67,57,67,69,53,80,57,78,91,71,91,49,88,89,28,50,50,83,93,89,88,3,3,2,4,3,,57+3,57+3,57+3,55,55,55,55,55,55+3,55+3,55+3,58+3,62+3,62+3,62+3,58+3,75+3,77+3,77+3,77+3,75+3,78+3,85+1,85+1,85+1,78+3,12+3,https://cdn.sofifa.net/players/138/956/22_120.png,https://cdn.sofifa.net/teams/45/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1343/60.png,https://cdn.sofifa.net/flags/it.png
162835,https://sofifa.com/player/162835/samir-handanovic/220002,S. Handanovič,Samir Handanovič,Goalkeeper,86,86,7500000.0,78000.0,36,1984-07-14,193,92,44.0,Inter,Italian Serie A,1.0,GK,1.0,,2012-07-01,2022.0,44,Slovenia,,,,Right,3,1,3,Medium/Medium,Unique,Yes,12800000.0,,"Solid Player, GK Long Throw, Team Player",,,,,,,12,10,10,42,12,18,20,14,40,21,45,50,47,79,36,49,78,41,69,19,25,22,12,41,23,69,25,10,13,81,81,65,92,87,47.0,30+3,30+3,30+3,29,31,31,31,29,33+3,33+3,33+3,31+3,34+3,34+3,34+3,31+3,30+3,33+3,33+3,33+3,30+3,29+3,29+3,29+3,29+3,29+3,84+2,https://cdn.sofifa.net/players/162/835/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/si.png
